23,72,61,11,71,42,45,37,21,35
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9403543189278096,0.9390772322965829,0.9372268097340839,0.9334723592175991,0.9214939152158502,0.9216643062626733,0.9372268097340839,0.9404931715333601,0.9404931715333601,0.9403543189278096
11,59,62,28,65,22,78,58,41,81
0.1876565796865547,0.2167440382797372,0.1876565796865547,0.6832585511545213,0.5080323021532975,0.38616083059444734,0.4021721598826416,0.4350103641413169,1.0,0.2167440382797372
0.9390193730371651,0.9379928556048692,0.9390193730371651,0.921247449987041,0.9275510938988675,0.9319437306585627,0.9313676667065514,0.9301848662634495,0.8556817884223291,0.9379928556048692
54,55,61,73,18,42,87,41,50,28
0.7666178179019729,0.43165829935644573,0.5389779162631619,0.4213370927622184,0.4213370927622184,1.0,0.43165829935644573,0.9968286877722952,1.0,0.7353221706744029
0.9244527160499747,0.9355715885754478,0.9319931573264486,0.9359153714241898,0.9359153714241898,0.8665860837417039,0.9355715885754478,0.9170547308673869,0.9115007201358643,0.9254802493206216
37,92,95,76,13,99,94,74,45,44
0.0,0.0,0.0,0.0,0.6380108649108382,1.0,0.0,0.0,0.0,0.0
0.92354581544576,0.9406066005856009,0.9409292431142383,0.9238330344664927,0.7965368563909608,0.6193023038227115,0.9409292431142383,0.922450006147014,0.9230581564182091,0.9238330344664927
60,49,65,14,36,24,7,4,76,39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9349879954072612,0.9026894342983127,0.9349879954072612,0.9209876759241499,0.9359805920541453,0.9347888154769749,0.9313554664414112,0.6227332471116196,0.9347888154769749,0.9359805920541453
26,29,4,41,99,67,91,76,8,25
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9286381441300132,0.9178048675687495,0.7687980877485407,0.9092924252685082,0.7555452145026863,0.9164055213512605,0.9337974627654045,0.9337974627654045,0.9366290599119698,0.9366290599119698
66,68,59,62,31,10,23,7,99,45
0.5361196091552153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7678729703949322,0.9359050179620049,0.9342383763552163,0.9359050179620049,0.9342383763552163,0.8789629917899816,0.9332645611299601,0.9226591187051386,0.5439806656023741,0.9171087318770549
63,55,79,9,62,56,96,12,92,86
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9421184501459553,0.9359318377372582,0.929073170428335,0.9421184501459553,0.9315785986224218,0.9289824945861718,0.9403327714993089,0.9306211371472061,0.9403327714993089,0.9329088751094731
28,63,33,71,13,32,76,97,23,25
