0,1,2,3,4,5,6,7,8,9
0.5494399330341847,0.844056816909574,0.14281649824204087,0.5494399330341847,0.9012714823747883,0.9012714823747883,0.30912837701622964,0.9249452244216576,0.9249452244216576,0.844056816909574
0,1,2,3,4,5,6,7,8,9
0.018375301692900803,0.0,1.0,0.018375301692900803,0.0,0.0,0.9475498328293035,0.0,0.0,0.0
0.634857586569619,0.8605333289155895,0.04380076972778866,0.634857586569619,0.8805466521440671,0.8805466521440671,0.41666441838380097,0.9045283573019611,0.9045283573019611,0.8605333289155895
0,1,2,3,4,5,6,7,8,9
0.8075266174585067,0.0,1.0,0.8075266174585067,0.0,0.0,1.0,0.0,0.0,0.0
0.5220390108617919,0.8566497927575751,0.17061183841494026,0.5220390108617919,0.8834915434904462,0.8834915434904462,0.2865634851984258,0.911397807326803,0.911397807326803,0.8566497927575751
0,1,2,3,4,5,6,7,8,9
0.8862705638861819,0.0,1.0,0.8862705638861819,0.0,0.0,1.0,0.0,0.0,0.0
0.45718198921903563,0.8917891734319241,0.08829012700108418,0.45718198921903563,0.8625555958627495,0.8625555958627495,0.36339791013260997,0.9166837464160814,0.9166837464160814,0.8917891734319241
0,1,2,3,4,5,6,7,8,9
0.3987687081839113,0.0,1.0,0.3987687081839113,0.0,0.0,1.0,0.0,0.0,0.0
0.554824153413194,0.8680214538769594,0.06222259132211623,0.554824153413194,0.8972511488824602,0.8972511488824602,0.3492006711986121,0.9041163261256904,0.9041163261256904,0.8680214538769594
0,1,2,3,4,5,6,7,8,9
0.5578459103364413,0.0,1.0,0.5578459103364413,0.0,0.0,0.6597092931314694,0.0,0.0,0.0
0.5237067786693184,0.8554864501472901,0.07418344383307292,0.5237067786693184,0.8987560804663318,0.8987560804663318,0.5002047182455064,0.9109070546739177,0.9109070546739177,0.8554864501472901
0,1,2,3,4,5,6,7,8,9
0.3007476543301082,0.0,1.0,0.3007476543301082,0.0,0.0,1.0,0.0,0.0,0.0
0.5600639188654299,0.8563170612740878,0.02312636974504888,0.5600639188654299,0.8919679751917245,0.8919679751917245,0.378249435560241,0.913270852574001,0.913270852574001,0.8563170612740878
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.47468822234294095,0.8621280640227055,0.17163862525188098,0.47468822234294095,0.9155319347341638,0.9155319347341638,0.3608261218682561,0.9183554280069179,0.9183554280069179,0.8621280640227055
0,1,2,3,4,5,6,7,8,9
0.6885839096376952,0.0,1.0,0.6885839096376952,0.0,0.0,1.0,0.0,0.0,0.0
0.4793634277969766,0.8817657448277043,0.04820813619206015,0.4793634277969766,0.9217662822822706,0.9217662822822706,0.3522290509334473,0.8804988436805424,0.8804988436805424,0.8817657448277043
0,1,2,3,4,5,6,7,8,9
0.7704327330337934,0.0,1.0,0.7704327330337934,0.0,0.0,1.0,0.0,0.0,0.0
0.5008275937725379,0.8894247496849557,0.11993447542212582,0.5008275937725379,0.8964867299758914,0.8964867299758914,0.3560819654744234,0.9112186221969959,0.9112186221969959,0.8894247496849557
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4173029905027489,0.8427682969632745,0.0794603792883611,0.4173029905027489,0.9249292299347517,0.9249292299347517,0.38602918200815817,0.9075717397989821,0.9075717397989821,0.8427682969632745
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3602031813995363,0.9025752009646008,0.09352222279051631,0.3602031813995363,0.937917923357908,0.937917923357908,0.342560313654936,0.8887806230916734,0.8887806230916734,0.9025752009646008
0,1,2,3,4,5,6,7,8,9
0.4868672215961921,0.0,1.0,0.4868672215961921,0.0,0.0,0.5607698957605333,0.0,0.0,0.0
0.5331240135806631,0.8563807859452514,0.06007621044308017,0.5331240135806631,0.9350318317135933,0.9350318317135933,0.5157627304956617,0.8857326830190507,0.8857326830190507,0.8563807859452514
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4893445897748367,0.88892589071957,0.24909826390182313,0.4893445897748367,0.9290655172375984,0.9290655172375984,0.39095974728636274,0.8767040346588962,0.8767040346588962,0.88892589071957
0,1,2,3,4,5,6,7,8,9
0.9028312382532674,0.0,1.0,0.9028312382532674,0.0,0.0,1.0,0.0,0.0,0.0
0.4240790462449713,0.9005109464065398,0.039119143572545964,0.4240790462449713,0.9408147894959239,0.9408147894959239,0.3571144671883571,0.8980285054082101,0.8980285054082101,0.9005109464065398
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4157811383169844,0.8910273191068562,0.08495063252786736,0.4157811383169844,0.9258932660002476,0.9258932660002476,0.35342776912747903,0.8920749431762586,0.8920749431762586,0.8910273191068562
0,1,2,3,4,5,6,7,8,9
0.975349615901739,0.0,1.0,0.975349615901739,0.0,0.0,0.9442592572313184,0.0,0.0,0.0
0.3894417559169783,0.9246242942002895,0.009877432743359,0.3894417559169783,0.9249306760887827,0.9249306760887827,0.39674460040043996,0.8643763289452552,0.8643763289452552,0.9246242942002895
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9785374662897026,0.0,0.0,0.0
0.36066916320127035,0.9243262142809427,0.11580259588143188,0.36066916320127035,0.927776592662335,0.927776592662335,0.45409434818301425,0.8437567270863072,0.8437567270863072,0.9243262142809427
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.29766681736790657,0.9280471193920758,0.010635717097251973,0.29766681736790657,0.9485235644921357,0.9485235644921357,0.38295205906249846,0.868084178181161,0.868084178181161,0.9280471193920758
0,1,2,3,4,5,6,7,8,9
0.8443765505079995,0.0,1.0,0.8443765505079995,0.0,0.0,1.0,0.0,0.0,0.0
0.4967569900221303,0.9215146990264329,0.14012777660804113,0.4967569900221303,0.9128591809432255,0.9128591809432255,0.3906350729193555,0.8746026506320908,0.8746026506320908,0.9215146990264329
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3486259521803434,0.9226566808249064,0.07971493969824055,0.3486259521803434,0.936015122141128,0.936015122141128,0.4220651576500614,0.8417822794357508,0.8417822794357508,0.9226566808249064
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3588166798474453,0.9272184310711244,0.19300571873279185,0.3588166798474453,0.9073101490160771,0.9073101490160771,0.39018289573271026,0.8731949324755124,0.8731949324755124,0.9272184310711244
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.8862559955763893,0.0,0.0,0.0
0.34057497767698486,0.9198756563293008,0.11892525663122591,0.34057497767698486,0.9411674811023688,0.9411674811023688,0.475424765539609,0.8441187730863968,0.8441187730863968,0.9198756563293008
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.7133640541177136,0.0,0.0,0.0
0.3467441057988181,0.9106700494266046,0.010145439005935269,0.3467441057988181,0.9364054403354065,0.9364054403354065,0.452472272257044,0.8719332171982439,0.8719332171982439,0.9106700494266046
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3378001578270497,0.9299417115335532,0.14972138405196245,0.3378001578270497,0.9264232245794092,0.9264232245794092,0.3853665378040901,0.8740230326371744,0.8740230326371744,0.9299417115335532
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9546637644173448,0.0,0.0,0.0
0.34645155638075964,0.9235877845054034,0.03212833303372174,0.34645155638075964,0.9166287008739978,0.9166287008739978,0.4079069159419807,0.8526426899058605,0.8526426899058605,0.9235877845054034
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.7359618602480243,0.0,0.0,0.0
0.3031939494030305,0.9527692369435032,0.030670368663909292,0.3031939494030305,0.9310331606205818,0.9310331606205818,0.4584178209190721,0.8358527502522577,0.8358527502522577,0.9527692369435032
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.6910146184581759,0.0,0.0,0.0
0.33812657364502463,0.9287005891978704,0.0025180721213375608,0.33812657364502463,0.930891459295882,0.930891459295882,0.45376993379039415,0.8140239622418234,0.8140239622418234,0.9287005891978704
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3104544677571961,0.9017549501845004,0.1709488891729238,0.3104544677571961,0.9214988564722311,0.9214988564722311,0.439776350279085,0.844090483393933,0.844090483393933,0.9017549501845004
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2731735963953041,0.9321959341267458,0.13314153571155085,0.2731735963953041,0.9104909793935871,0.9104909793935871,0.4507984983218924,0.8223919818915244,0.8223919818915244,0.9321959341267458
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.6373090312301619,0.0,0.0,0.0
0.4053911311908359,0.9527384020774018,0.10834980722467603,0.4053911311908359,0.9154129589916473,0.9154129589916473,0.5236149966117427,0.8101823794776891,0.8101823794776891,0.9527384020774018
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9812682112123668,0.0,0.0,0.0
0.23312999777780855,0.9511856432067496,0.05045150702954084,0.23312999777780855,0.928826925156686,0.928826925156686,0.4131341180553443,0.8349297380830515,0.8349297380830515,0.9511856432067496
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9374324820659825,0.0,0.0,0.0
0.3164157622589279,0.9023404138299185,0.2620301283088819,0.3164157622589279,0.9311841545410284,0.9311841545410284,0.551574767610284,0.8202460504523055,0.8202460504523055,0.9023404138299185
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.31142301043989273,0.9463773583639907,0.1382713535595258,0.31142301043989273,0.9261997867770153,0.9261997867770153,0.4298548542052225,0.7948731563640702,0.7948731563640702,0.9463773583639907
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2720095468339162,0.9502056796381303,0.26375897100696316,0.2720095468339162,0.9365344457068983,0.9365344457068983,0.4389830348861327,0.7961326553037825,0.7961326553037825,0.9502056796381303
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5602212993864856,0.0,0.0,0.0
0.2758072048609047,0.9448409726705713,0.01629484903488455,0.2758072048609047,0.9103083044582216,0.9103083044582216,0.4933418981288168,0.8207417102366115,0.8207417102366115,0.9448409726705713
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.257634632915739,0.9681491347824395,0.4833234319498155,0.257634632915739,0.9204464264144756,0.9204464264144756,0.48001548386102905,0.7467941496517667,0.7467941496517667,0.9681491347824395
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.49110914918677956,0.0,0.0,0.0
0.22183602301978547,0.9273898389520013,0.01721502079298048,0.22183602301978547,0.9346613279671558,0.9346613279671558,0.5107919446649539,0.6769069320140297,0.6769069320140297,0.9273898389520013
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.6031044143069175,0.0,0.0,0.0
0.31881992006931925,0.9657727436143784,0.016666886602463304,0.31881992006931925,0.9095769633364049,0.9095769633364049,0.4830093771459621,0.7444877530811017,0.7444877530811017,0.9657727436143784
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25033262666366907,0.9225971664694934,0.19527651556043255,0.25033262666366907,0.9289457098257007,0.9289457098257007,0.4914626771704982,0.780446678429136,0.780446678429136,0.9225971664694934
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3632125434720249,0.0,0.0,0.0
0.23756426461243604,0.9602307735899906,0.06740207785500357,0.23756426461243604,0.913747796007133,0.913747796007133,0.5655433292546282,0.7891230914214694,0.7891230914214694,0.9602307735899906
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.43794747883116036,0.0,0.0,0.0
0.29018613944317734,0.9550267602935004,0.14845236314295795,0.29018613944317734,0.9335026597137787,0.9335026597137787,0.587432113813544,0.7281777981491195,0.7281777981491195,0.9550267602935004
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.41223536883195067,0.0,0.0,0.0
0.29042856685168755,0.9260058310049973,0.04147530722207815,0.29042856685168755,0.8970342028686958,0.8970342028686958,0.5417553059403022,0.7665509608851698,0.7665509608851698,0.9260058310049973
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5370093629023112,0.0,0.0,0.0
0.23080152926794625,0.9502353396538878,0.22919606113429525,0.23080152926794625,0.9323250097368799,0.9323250097368799,0.6074671038052363,0.7191209006260991,0.7191209006260991,0.9502353396538878
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5868515098854016,0.0,0.0,0.0
0.23889669084704795,0.9050290778080384,0.03334536570307868,0.23889669084704795,0.9276300542128764,0.9276300542128764,0.49569701284213014,0.7991510262993363,0.7991510262993363,0.9050290778080384
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3208280938143385,0.9661387673022606,0.5424853633053351,0.3208280938143385,0.9259689751630684,0.9259689751630684,0.4980530749521965,0.7860388084416732,0.7860388084416732,0.9661387673022606
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3627751522902073,0.0,0.0,0.0
0.2536802407363523,0.9377013641698718,0.050425957747691076,0.2536802407363523,0.9286021650714366,0.9286021650714366,0.5577382438720122,0.7231359560531255,0.7231359560531255,0.9377013641698718
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.12981973459403862,0.0,0.0,0.0
0.33683397352291183,0.942815452956046,0.001690982354284244,0.33683397352291183,0.8972123691097883,0.8972123691097883,0.5921932981949842,0.7640611679403482,0.7640611679403482,0.942815452956046
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32503112107268356,0.9582597709340617,0.024968996872059307,0.32503112107268356,0.9144116173251164,0.9144116173251164,0.6466828458970879,0.718552106153297,0.718552106153297,0.9582597709340617
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.42563040436253635,0.0,0.0,0.0
0.2745310706084242,0.9063253647353366,0.005460888191635198,0.2745310706084242,0.9383516606526843,0.9383516606526843,0.5212127942068924,0.756664071712604,0.756664071712604,0.9063253647353366
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.8891771667733726,0.0900775804140379,0.0900775804140379,0.0
0.33342298071941967,0.904848645707935,0.26649548605652507,0.33342298071941967,0.918551229419579,0.918551229419579,0.5627692528122096,0.7073825134699988,0.7073825134699988,0.904848645707935
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.45453704696949365,0.0,0.0,0.0
0.25461439305281625,0.9332200634306964,0.12105629384986787,0.25461439305281625,0.8955621526037437,0.8955621526037437,0.5705162707369573,0.7567517969027603,0.7567517969027603,0.9332200634306964
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.4318262611108793,0.0,0.0,0.0
0.2568163229026469,0.9053210730126033,0.1329465659623654,0.2568163229026469,0.917302213650477,0.917302213650477,0.5812451308191586,0.7514714076292538,0.7514714076292538,0.9053210730126033
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.7713651268026065,0.0,0.0,0.0
0.21397683651827631,0.9255117916307025,0.4473616839103139,0.21397683651827631,0.9304136958314837,0.9304136958314837,0.5539884398550662,0.7408056739407334,0.7408056739407334,0.9255117916307025
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5925755317645849,0.0,0.0,0.0
0.2778912306905284,0.9695728518074,0.10461769211723884,0.2778912306905284,0.9252233299993744,0.9252233299993744,0.5316010098670473,0.7839686030819871,0.7839686030819871,0.9695728518074
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3593322757167331,0.0,0.0,0.0
0.21064908323574166,0.904176784608253,0.06737301107628209,0.21064908323574166,0.9082673246226435,0.9082673246226435,0.5664301596981275,0.7295534482116001,0.7295534482116001,0.904176784608253
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5642503808310577,0.0,0.0,0.0
0.29514296975585785,0.9282495170619284,0.18444915997294775,0.29514296975585785,0.9138838402502193,0.9138838402502193,0.5791292215867487,0.7493590723880792,0.7493590723880792,0.9282495170619284
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.013654757862541222,0.0,0.0,0.0
0.22682952322457922,0.9642560625109243,0.03551553889032418,0.22682952322457922,0.9228900816942514,0.9228900816942514,0.6327678035485069,0.6712177623073651,0.6712177623073651,0.9642560625109243
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5873679983200807,0.0,0.0,0.0
0.20332716268789813,0.9588266597400315,0.20965346538847132,0.20332716268789813,0.9154656964934865,0.9154656964934865,0.5842737138060714,0.7382796270650631,0.7382796270650631,0.9588266597400315
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3810925440277734,0.0,0.0,0.0
0.22809496071107338,0.8950801617055392,4.4002664109194906e-05,0.22809496071107338,0.9320551448170938,0.9320551448170938,0.5297125826192806,0.7245005279252972,0.7245005279252972,0.8918518917300439
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.42438717997989095,0.30645155567090776,0.30645155567090776,0.0
0.1759868338323497,0.9630285957060355,0.06748952887694097,0.1759868338323497,0.9022739340688547,0.9022739340688547,0.5513638073991614,0.5787259198600709,0.5787259198600709,0.9630285957060355
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.23232330638973836,0.0,0.0,0.0
0.28145818080582813,0.9572619262950027,0.020754517822279897,0.28145818080582813,0.9223110910865358,0.9223110910865358,0.5755190655483561,0.6540666076753963,0.6540666076753963,0.9572619262950027
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9954907998729005,0.0,0.0,0.0
0.20672093759031823,0.9279560523569936,0.18584321789165228,0.20672093759031823,0.9274264930427302,0.9274264930427302,0.4940837337738263,0.7133608069001787,0.7133608069001787,0.9279560523569936
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3176444505815874,0.0,0.0,0.0
0.21420515829082107,0.9631827148115878,0.00676306611669074,0.21420515829082107,0.90164892557295,0.90164892557295,0.5485370373285587,0.6380216139995517,0.6380216139995517,0.9631827148115878
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.5326325007640631,0.10149982671371532,0.10149982671371532,0.0
0.2018151290114602,0.9593663871069463,0.05023772594286053,0.2018151290114602,0.910652266831151,0.910652266831151,0.5173712709471513,0.6185063825144399,0.6185063825144399,0.9593663871069463
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3616856492945423,0.42827221417852523,0.39526510994736386,0.0
0.17342325443925985,0.9054738900664179,0.010999377885764147,0.17342325443925985,0.9132590543831244,0.9132590543831244,0.5396435176152886,0.5232267954819384,0.5313717610340697,0.9054738900664179
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.18335199324103774,0.10880950791667976,0.10880950791667976,0.0
0.35849314746292293,0.9465921208966462,0.35849314746292293,0.13387531495869584,0.9069747572829419,0.9069747572829419,0.6349346200365857,0.6505786714484424,0.6505786714484424,0.9465921208966462
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.6308489963006189,0.22727893768264995,0.22727893768264995,0.0
0.21112543174761358,0.9514920975799267,0.0806323054289937,0.21112543174761358,0.90553332089723,0.90553332089723,0.5102844044234192,0.602613242688752,0.602613242688752,0.9514920975799267
0,1,2,3,4,5,6,7,8,9
