0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.22113416224782134,0.0,0.0,0.0
0.1377578908435423,0.9736565707792464,0.000952244870411387,0.1377578908435423,0.872933391186836,0.872933391186836,0.5696783092475463,0.6243150949664142,0.6243150949664142,0.9736565707792464
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.15050989665514614,0.5732775169274373,0.5732775169274373,0.0
0.16832747082130256,0.9601403684622097,0.25580471157688905,0.16832747082130256,0.9039522975520234,0.9039522975520234,0.6560983566476613,0.5689348247650274,0.5689348247650274,0.9601403684622097
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.3008260181649643,1.0,1.0,0.0
0.18455542644113165,0.9745871609703206,0.06182486131924651,0.22024328426045087,0.8484503875517616,0.8484503875517616,0.5774736272187414,0.370808559559318,0.36675397435007606,0.9745871609703206
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.07625073090808343,0.6676538353391777,0.07625073090808343,0.0
0.205369709702781,0.9618755298257222,1.1861690711137867e-15,0.205369709702781,0.9173612307758187,0.9173612307758187,0.6043800680246494,0.45818444062337776,0.6043800680246494,0.9618755298257222
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.8653817432439821,1.0,1.0,0.0
0.1672438310046583,0.9655290483616886,0.1672438310046583,0.1621774823259824,0.9102933804025585,0.9102933804025585,0.5053976973395558,0.2645668082847938,0.3476227661207663,0.9655290483616886
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.8067610859514871,1.0,1.0,0.0
0.08555323554287465,0.9659085117370096,0.10050951934180712,0.18748447795802356,0.8829095652711231,0.8829095652711231,0.4731922642542295,0.20036591734256834,0.29160443475029546,0.9659085117370096
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.689678650360099,1.0,1.0,0.0
0.32755248313979884,0.8821773498081894,0.015887675404498574,0.32755248313979884,0.8982444297398824,0.8982444297398824,0.4614169749965105,0.18098832747623536,0.3405028994903255,0.8821773498081894
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,0.9982582319976236,1.0,1.0,0.0
0.3567644741490524,0.9270464961480939,0.09064194635995634,0.3567644741490524,0.8834472351313418,0.8834472351313418,0.4343338936324276,0.2422566347544273,0.3243767368834875,0.9270464961480939
0,1,2,3,4,5,6,7,8,9
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.4661887774699216,0.946828767349538,0.21059711039055498,0.4661887774699216,0.8940754590942072,0.8940754590942072,0.48812858697200207,0.23091767171976663,0.20051387585462946,0.946828767349538
0,1,2,3,4,5,6,7,8,9
0.6872806149735972,0.0,1.0,0.6872806149735972,0.0,0.0,0.74660549737243,1.0,1.0,0.0
0.4659337565103039,0.9301765433436158,0.023080144825276407,0.4659337565103039,0.8784398018067245,0.8784398018067245,0.4516150049593249,0.07811821106884663,0.08398291503568678,0.9301765433436158
