model,epoch,average_loss,accuracy,correct_data,total_data
23,1,0.38338055895454376,88.63307752196641,7969,8991
11,1,0.6040089630255934,82.76053831609387,7441,8991
42,1,0.38504401315055425,88.77766655544434,7982,8991
45,1,0.47104711673665717,86.37526415304193,7766,8991
37,1,0.39518386394053967,87.86564342119898,7900,8991
21,1,0.38193998749403835,89.30041152263375,8029,8991
35,1,0.8550658711282898,79.39050161272382,7138,8991
global,1,1.8651886601533445,31.931931931931935,2871,8991
11,2,0.3370987607141104,89.92325658992326,8085,8991
28,2,0.2776818338032891,91.92525859192526,8265,8991
22,2,0.2861966729336487,91.66944722500277,8242,8991
41,2,0.2630676574853408,92.15882549215883,8286,8991
global,2,1.5837042724419297,52.95295295295295,4761,8991
18,3,0.266376778780055,92.53698142587031,8320,8991
42,3,0.27696891505067756,91.32465799132466,8211,8991
41,3,0.2493539307038175,92.87064842620399,8350,8991
50,3,0.29842402648374217,91.03547992436881,8185,8991
28,3,0.24619599518846477,93.09309309309309,8370,8991
global,3,1.4002438756200049,60.47158269380491,5437,8991
37,4,0.2508410646419294,91.991991991992,8271,8991
13,4,0.2408758595846026,93.27104882660439,8386,8991
45,4,0.2519746752711268,92.84840395951507,8348,8991
44,4,0.21366422498018003,93.74930486041598,8429,8991
global,4,1.4140943909709678,72.37237237237237,6507,8991
49,5,0.23118110085445892,92.992992992993,8361,8991
14,5,0.2186085832966221,93.57134912690468,8413,8991
36,5,0.2223906627076312,93.54910466021578,8411,8991
24,5,0.23567535203418852,93.2154376598821,8381,8991
7,5,0.25357538944966085,92.74830385941497,8339,8991
4,5,0.217205176256931,93.64920476031587,8420,8991
39,5,0.21617495611901677,93.68257146034924,8423,8991
global,5,0.8836831360236648,74.5189634078523,6700,8991
26,6,0.18487010933164627,94.37214992770548,8485,8991
29,6,0.17629104646503058,94.5167389611834,8498,8991
4,6,0.21316573468958122,94.00511622733845,8452,8991
41,6,0.1734680784198098,94.70581692803916,8515,8991
8,6,0.15891177872902904,95.03948392837282,8545,8991
25,6,0.18791226035508335,94.3943943943944,8487,8991
global,6,0.48336483859177914,84.1285730174619,7564,8991
31,7,0.1632780139616766,94.95050606161716,8537,8991
10,7,0.16535828925255686,94.98387276165053,8540,8991
23,7,0.16207564939130414,95.1729507285063,8557,8991
7,7,0.18561995303905285,94.49449449449449,8496,8991
45,7,0.1811212604282669,94.72806139472806,8517,8991
global,7,0.345624503457179,88.90001112223335,7993,8991
9,8,0.16177639529273077,95.15070626181738,8555,8991
12,8,0.164636627848959,95.15070626181738,8555,8991
global,8,0.28756761805471037,90.82415749082415,8166,8991
28,9,0.16787604377553747,95.35090646201758,8573,8991
33,9,0.164730937458917,95.1951951951952,8559,8991
13,9,0.15662499308625896,95.26192859526192,8565,8991
32,9,0.15738428702358143,95.1729507285063,8557,8991
23,9,0.14042255605583712,95.88477366255144,8621,8991
25,9,0.16235197518535058,95.16182849516183,8556,8991
global,9,0.23012999567594666,92.95962629295963,8358,8991
12,10,0.1647220713293283,95.15070626181738,8555,8991
19,10,0.14460079323369052,95.58447336225115,8594,8991
11,10,0.14778150683209862,95.22856189522855,8562,8991
13,10,0.1685448855264422,94.90601712823936,8533,8991
49,10,0.1570400169661811,95.10621732843954,8551,8991
34,10,0.15944073354292335,95.27305082860639,8566,8991
14,10,0.1500390672986015,95.45100656211767,8582,8991
global,10,0.2782926206898469,92.48137025914804,8315,8991
14,11,0.15980285007687672,94.96162829496163,8538,8991
36,11,0.14692814505785726,95.45100656211767,8582,8991
6,11,0.15027015851716313,95.37315092870648,8575,8991
46,11,0.14364568697386623,95.26192859526192,8565,8991
37,11,0.14153013034731882,95.65120676231787,8600,8991
global,11,0.2616544125966057,93.53798242687131,8410,8991
42,12,0.166016944396643,95.2174396618841,8561,8991
17,12,0.16958008665964794,94.95050606161716,8537,8991
2,12,0.1709453834467504,95.15070626181738,8555,8991
6,12,0.14485071944044875,95.74018462907353,8608,8991
38,12,0.1495037514406878,95.15070626181738,8555,8991
37,12,0.1431714809719175,95.4176398620843,8579,8991
44,12,0.14143747007100366,95.40651762873985,8578,8991
4,12,0.14928019064019804,95.42876209542877,8580,8991
global,12,0.2803241266396562,94.116338560783,8462,8991
24,13,0.18481616614034876,94.58347236125014,8504,8991
38,13,0.17485642742095037,94.62796129462797,8508,8991
10,13,0.1417350863975514,95.62896229562897,8598,8991
11,13,0.15643654164900941,95.07285062840619,8548,8991
7,13,0.1882862769620011,94.27204982760539,8476,8991
14,13,0.13459294163309657,95.75130686241798,8609,8991
global,13,0.34294600391822827,93.86052719386053,8439,8991
12,14,0.18244468034831876,94.63908352797242,8509,8991
25,14,0.13752760219966434,95.86252919586254,8619,8991
34,14,0.17450364499690865,94.9171393615838,8534,8991
2,14,0.1368521485826142,95.7735513291069,8611,8991
global,14,0.28881098477027134,94.87265042820599,8530,8991
4,15,0.13676956044714067,95.86252919586254,8619,8991
1,15,0.12870483975988012,95.97375152930708,8629,8991
20,15,0.13667872363475442,95.95150706261816,8627,8991
48,15,0.12511268365159076,96.06272939606274,8637,8991
27,15,0.15665534635550613,95.2174396618841,8561,8991
42,15,0.13103239690882254,95.96262929596263,8628,8991
44,15,0.13629436297353575,95.64008452897342,8599,8991
global,15,0.36305183332988117,94.62796129462797,8508,8991
25,16,0.13221453557342222,95.98487376265155,8630,8991
8,16,0.1284109381928803,96.06272939606274,8637,8991
12,16,0.15984268448878125,94.7947947947948,8523,8991
26,16,0.14735941915540723,95.35090646201758,8573,8991
global,16,0.409085001792755,93.88277166054944,8441,8991
33,17,0.1516849912587852,95.52886219552886,8589,8991
10,17,0.11722171998053156,96.49649649649649,8676,8991
13,17,0.14913891795320355,95.30641752863976,8569,8991
37,17,0.12978365641787934,95.98487376265155,8630,8991
global,17,0.38728500697308077,93.68257146034924,8423,8991
23,18,0.12686477556282733,96.01824046268491,8633,8991
39,18,0.12271834964442473,96.20731842954065,8650,8991
global,18,0.36520455056204176,92.3145367589812,8300,8991
37,19,0.12015133017216041,96.52986319652986,8679,8991
43,19,0.12222688753763199,96.25180736291847,8654,8991
50,19,0.12173815402553975,96.28517406295184,8657,8991
25,19,0.12362501863814901,96.02936269602937,8634,8991
28,19,0.14365995004516252,95.90701812924036,8623,8991
8,19,0.10645929463195292,96.85240796351907,8708,8991
16,19,0.12409689540182069,96.12946279612946,8643,8991
6,19,0.1173052955586631,96.49649649649649,8676,8991
3,19,0.10632927289012807,96.7967967967968,8703,8991
global,19,0.26030297182436557,94.994994994995,8541,8991
23,20,0.10999531452760006,96.7745523301079,8701,8991
43,20,0.12186442536833607,96.55210766321878,8681,8991
27,20,0.1205408624793409,96.37415192970748,8665,8991
37,20,0.12139549783300789,96.44088532977422,8671,8991
35,20,0.11634260673250349,96.49649649649649,8676,8991
29,20,0.10947655700706505,96.61884106328552,8687,8991
47,20,0.12497312155525381,96.27405182960739,8656,8991
11,20,0.11772081222600209,96.4186408630853,8669,8991
42,20,0.12885894023023686,96.28517406295184,8657,8991
global,20,0.24775612964428992,95.7735513291069,8611,8991
33,21,0.10814268033346176,96.7745523301079,8701,8991
