local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
23,1,1,1,0.03689184412360191,22.591362126245848,136,602
23,2,1,2,0.030546998605132103,38.03986710963455,229,602
23,3,1,3,0.016970152035355568,73.9202657807309,445,602
23,4,1,4,0.013444260694086552,75.91362126245848,457,602
23,5,1,5,0.010218610987067223,83.72093023255815,504,602
23,6,1,6,0.008332143537700176,84.71760797342192,510,602
23,7,1,7,0.007634409237653017,87.37541528239203,526,602
23,8,1,8,0.007893857546150684,86.71096345514951,522,602
23,9,1,9,0.006848251447081566,85.88039867109634,517,602
23,10,1,10,0.005671358667314053,90.03322259136213,542,602
72,1,1,1,tensor(0.0374),15.206611570247933,92,605
61,1,1,1,tensor(0.0389),13.162393162393164,77,585
11,1,1,1,0.03691207990050316,19.410745233968804,112,577
11,2,1,2,0.03937006741762161,30.849220103986134,178,577
11,3,1,3,0.03601633384823799,34.31542461005199,198,577
11,4,1,4,0.03512609377503395,33.96880415944541,196,577
11,5,1,5,0.030358146876096725,48.7001733102253,281,577
11,6,1,6,0.025039607658982277,60.13864818024264,347,577
11,7,1,7,0.01748146302998066,69.15077989601387,399,577
11,8,1,8,0.01636143960058689,75.90987868284229,438,577
11,9,1,9,0.013788233511149883,74.69670710571924,431,577
11,10,1,10,0.013172481209039688,80.24263431542461,463,577
71,1,1,1,tensor(0.0356),18.524332810047095,118,637
42,1,1,1,0.03764411807060242,21.36222910216718,138,646
42,2,1,2,0.031210632994771004,30.65015479876161,198,646
42,3,1,3,0.022868802770972252,60.06191950464397,388,646
42,4,1,4,0.017306596040725708,74.45820433436533,481,646
42,5,1,5,0.011482441797852516,79.56656346749226,514,646
42,6,1,6,0.00907100923359394,82.50773993808049,533,646
42,7,1,7,0.007208374794572592,85.13931888544892,550,646
42,8,1,8,0.0064079235307872295,87.77089783281734,567,646
42,9,1,9,0.005437742453068495,90.09287925696594,582,646
42,10,1,10,0.005273209419101477,90.40247678018576,584,646
45,1,1,1,0.03503154590725899,20.84063047285464,119,571
45,2,1,2,0.031033433973789215,28.896672504378284,165,571
45,3,1,3,0.0207791980355978,63.22241681260946,361,571
45,4,1,4,0.0156839769333601,79.15936952714536,452,571
45,5,1,5,0.011181000620126724,82.31173380035027,470,571
45,6,1,6,0.008717349730432034,82.66199649737302,472,571
45,7,1,7,0.007492616772651672,86.33975481611208,493,571
45,8,1,8,0.006671956740319729,88.61646234676007,506,571
45,9,1,9,0.005706103052943945,89.84238178633976,513,571
45,10,1,10,0.005493739619851112,89.66725043782837,512,571
37,1,1,1,0.03704342618584633,19.467554076539102,117,601
37,2,1,2,0.0300179161131382,38.10316139767055,229,601
37,3,1,3,0.01921689324080944,63.727121464226286,383,601
37,4,1,4,0.014352516271173954,73.37770382695507,441,601
37,5,1,5,0.011231698095798492,78.369384359401,471,601
37,6,1,6,0.008974156342446804,84.52579034941763,508,601
37,7,1,7,0.007311850320547819,86.35607321131448,519,601
37,8,1,8,0.006716631352901459,86.68885191347754,521,601
37,9,1,9,0.005974296946078539,87.52079866888519,526,601
37,10,1,10,0.0055475300177931786,89.18469217970049,536,601
21,1,1,1,0.037630345672369,17.966101694915253,106,590
21,2,1,2,0.03159365430474281,30.0,177,590
21,3,1,3,0.022149816155433655,59.49152542372881,351,590
21,4,1,4,0.015781324356794357,77.45762711864407,457,590
21,5,1,5,0.011296012438833714,78.47457627118644,463,590
21,6,1,6,0.009378825314342976,82.54237288135593,487,590
21,7,1,7,0.009635292924940586,81.1864406779661,479,590
21,8,1,8,0.008036266081035137,84.40677966101696,498,590
21,9,1,9,0.007679751608520746,87.79661016949153,518,590
21,10,1,10,0.006412140559405088,88.47457627118645,522,590
35,1,1,1,0.03924733027815819,19.584055459272097,113,577
35,2,1,2,0.03885728493332863,11.611785095320624,67,577
35,3,1,3,0.03767630085349083,19.584055459272097,113,577
35,4,1,4,0.03670096397399902,19.584055459272097,113,577
35,5,1,5,0.03377005085349083,22.357019064124785,129,577
35,6,1,6,0.03177027776837349,26.689774696707108,154,577
35,7,1,7,0.026991117745637894,53.89948006932409,311,577
35,8,1,8,0.019690848886966705,70.36395147313691,406,577
35,9,1,9,0.016299890354275703,73.48353552859619,424,577
35,10,1,10,0.014171459712088108,81.62911611785096,471,577
11,11,2,1,0.02143157087266445,62.738301559792035,362,577
11,12,2,2,0.031624000519514084,56.32582322357019,325,577
11,13,2,3,0.020508619025349617,63.43154246100519,366,577
11,14,2,4,0.013936525210738182,76.94974003466204,444,577
11,15,2,5,0.011943010613322258,81.10918544194108,468,577
11,16,2,6,0.008553161285817623,83.18890814558058,480,577
11,17,2,7,0.006897755898535252,88.56152512998267,511,577
11,18,2,8,0.005959738977253437,89.25476603119584,515,577
11,19,2,9,0.005295559298247099,91.68110918544194,529,577
11,20,2,10,0.008695009164512157,92.02772963604853,531,577
59,2,2,1,tensor(0.0208),57.49588138385503,349,607
62,2,2,1,tensor(0.0278),45.18900343642612,263,582
28,11,2,1,0.022630224004387856,53.18021201413428,301,566
28,12,2,2,0.014947070740163326,73.32155477031802,415,566
28,13,2,3,0.00975990854203701,79.50530035335689,450,566
28,14,2,4,0.00669047050178051,89.57597173144876,507,566
28,15,2,5,0.0050824591889977455,90.2826855123675,511,566
28,16,2,6,0.004401711747050285,91.69611307420494,519,566
28,17,2,7,0.003816449549049139,93.1095406360424,527,566
28,18,2,8,0.003348724916577339,93.28621908127208,528,566
28,19,2,9,0.0029579235706478357,94.52296819787986,535,566
28,20,2,10,0.0029122827108949423,94.69964664310953,536,566
65,2,2,1,tensor(0.0239),53.25131810193322,303,569
22,11,2,1,0.02418011613190174,59.552495697074015,346,581
22,12,2,2,0.013100770302116871,73.32185886402753,426,581
22,13,2,3,0.011915832757949829,81.75559380378658,475,581
22,14,2,4,0.007097529247403145,86.91910499139415,505,581
22,15,2,5,0.005688407924026251,88.98450946643717,517,581
22,16,2,6,0.004978447686880827,91.56626506024097,532,581
22,17,2,7,0.004195291083306074,92.08261617900172,535,581
22,18,2,8,0.0043678246438503265,92.42685025817556,537,581
22,19,2,9,0.0032686013728380203,93.63166953528399,544,581
22,20,2,10,0.003954461310058832,93.97590361445783,546,581
78,2,2,1,tensor(0.0324),49.270664505672606,304,617
58,2,2,1,tensor(0.0256),50.60869565217392,291,575
41,11,2,1,0.019666871055960655,63.622047244094496,404,635
41,12,2,2,0.008661899715662003,81.73228346456692,519,635
41,13,2,3,0.005309081636369228,90.70866141732283,576,635
41,14,2,4,0.003929734230041504,93.07086614173228,591,635
41,15,2,5,0.0034608913119882345,93.85826771653544,596,635
41,16,2,6,0.003051111474633217,93.54330708661416,594,635
41,17,2,7,0.0027069305069744587,95.11811023622047,604,635
41,18,2,8,0.002392579335719347,95.90551181102363,609,635
41,19,2,9,0.0021466321777552366,96.53543307086613,613,635
41,20,2,10,0.002123774029314518,96.69291338582677,614,635
81,2,2,1,tensor(0.0286),49.14965986394558,289,588
54,3,3,1,tensor(0.0273),57.40402193784278,314,547
55,3,3,1,tensor(0.0231),58.31932773109244,347,595
61,3,3,1,tensor(0.0266),57.09401709401709,334,585
73,3,3,1,tensor(0.0276),57.073170731707314,351,615
18,21,3,1,0.018957726657390594,71.78130511463846,407,567
18,22,3,2,0.012009665369987488,79.01234567901234,448,567
18,23,3,3,0.00524738198146224,89.94708994708994,510,567
18,24,3,4,0.004505489021539688,91.35802469135803,518,567
18,25,3,5,0.0037158855702728033,93.47442680776014,530,567
18,26,3,6,0.003133676014840603,94.53262786596119,536,567
18,27,3,7,0.0027846144512295723,94.88536155202821,538,567
18,28,3,8,0.0024538571015000343,95.94356261022926,544,567
18,29,3,9,0.0021829481702297926,95.59082892416225,542,567
18,30,3,10,0.0021725348196923733,95.94356261022926,544,567
42,21,3,1,0.025118166580796242,69.96904024767801,452,646
42,22,3,2,0.019187623634934425,74.61300309597523,482,646
42,23,3,3,0.007574646268039942,84.82972136222911,548,646
42,24,3,4,0.0055052749812603,91.3312693498452,590,646
42,25,3,5,0.006040362175554037,92.56965944272446,598,646
42,26,3,6,0.004043179098516703,92.41486068111455,597,646
42,27,3,7,0.004411511588841677,94.27244582043343,609,646
42,28,3,8,0.003121938556432724,94.42724458204334,610,646
42,29,3,9,0.002517534187063575,95.97523219814241,620,646
42,30,3,10,0.0027556889690458775,96.28482972136223,622,646
87,3,3,1,tensor(0.0383),46.7005076142132,276,591
41,21,3,1,0.019184818491339684,64.88188976377953,412,635
41,22,3,2,0.00952522736042738,82.67716535433071,525,635
41,23,3,3,0.004843867849558592,90.86614173228347,577,635
41,24,3,4,0.0036481579300016165,93.54330708661416,594,635
41,25,3,5,0.0029647741466760635,93.7007874015748,595,635
41,26,3,6,0.0027862011920660734,94.96062992125984,603,635
41,27,3,7,0.0024198689498007298,95.11811023622047,604,635
41,28,3,8,0.0021627526730298996,95.90551181102363,609,635
41,29,3,9,0.0018872078508138657,96.53543307086613,613,635
41,30,3,10,0.001886894227936864,96.69291338582677,614,635
50,21,3,1,0.01585986278951168,73.36860670194002,416,567
50,22,3,2,0.020000172778964043,69.31216931216932,393,567
50,23,3,3,0.008987735025584698,85.18518518518519,483,567
50,24,3,4,0.006162966601550579,89.94708994708994,510,567
50,25,3,5,0.005129300523549318,91.35802469135803,518,567
50,26,3,6,0.004052487201988697,92.9453262786596,527,567
50,27,3,7,0.003532464848831296,92.9453262786596,527,567
50,28,3,8,0.002983473939821124,94.53262786596119,536,567
50,29,3,9,0.0026565203443169594,95.06172839506173,539,567
50,30,3,10,0.002654230920597911,95.41446208112875,541,567
28,21,3,1,0.01635223999619484,66.25441696113074,375,566
28,22,3,2,0.01014383602887392,79.3286219081272,449,566
28,23,3,3,0.006182942073792219,89.39929328621908,506,566
28,24,3,4,0.004064437001943588,93.1095406360424,527,566
28,25,3,5,0.0033596092835068703,93.99293286219081,532,566
28,26,3,6,0.0028225008863955736,94.52296819787986,535,566
28,27,3,7,0.002516433596611023,95.22968197879858,539,566
28,28,3,8,0.0022783069871366024,95.58303886925795,541,566
28,29,3,9,0.0020507785957306623,96.113074204947,544,566
28,30,3,10,0.0020325356163084507,96.113074204947,544,566
37,31,4,1,0.01653025485575199,79.03494176372712,475,601
37,32,4,2,0.018733583390712738,73.37770382695507,441,601
37,33,4,3,0.005871428642421961,88.51913477537437,532,601
37,34,4,4,0.004304287489503622,92.34608985024958,555,601
37,35,4,5,0.003551911562681198,93.5108153078203,562,601
37,36,4,6,0.0029221284203231335,94.0099833610649,565,601
37,37,4,7,0.002355150179937482,95.84026622296173,576,601
37,38,4,8,0.0022295983508229256,96.1730449251248,578,601
37,39,4,9,0.0017697211587801576,97.50415973377704,586,601
37,40,4,10,0.0018931905506178737,97.50415973377704,586,601
92,4,4,1,tensor(0.0191),66.19469026548673,374,565
95,4,4,1,tensor(0.0282),65.93806921675774,362,549
76,4,4,1,tensor(0.0191),69.5142378559464,415,597
13,31,4,1,0.011875857599079609,79.77707006369427,501,628
13,32,4,2,0.006403032224625349,87.42038216560509,549,628
13,33,4,3,0.0032599857077002525,93.63057324840764,588,628
13,34,4,4,0.002338374499231577,95.54140127388536,600,628
13,35,4,5,0.0020039351657032967,96.4968152866242,606,628
13,36,4,6,0.0017095961375162005,96.97452229299363,609,628
13,37,4,7,0.0015217387117445469,97.29299363057325,611,628
13,38,4,8,0.0013602565741166472,97.61146496815286,613,628
13,39,4,9,0.001270621083676815,98.08917197452229,616,628
13,40,4,10,0.0012739042285829782,98.24840764331209,617,628
99,4,4,1,tensor(0.0113),85.5392156862745,349,408
94,4,4,1,tensor(0.0265),64.32532347504622,348,541
74,4,4,1,tensor(0.0227),67.67169179229481,404,597
45,31,4,1,0.012576824054121971,79.33450087565674,453,571
45,32,4,2,0.01280918437987566,76.88266199649738,439,571
45,33,4,3,0.007884728722274303,91.94395796847635,525,571
45,34,4,4,0.004729177802801132,93.52014010507881,534,571
45,35,4,5,0.003161648055538535,94.39579684763572,539,571
45,36,4,6,0.0026005692780017853,94.7460595446585,541,571
45,37,4,7,0.0023291928227990866,95.44658493870402,545,571
45,38,4,8,0.002078917110338807,95.7968476357268,547,571
45,39,4,9,0.0018620333867147565,96.49737302977232,551,571
45,40,4,10,0.001838873839005828,96.49737302977232,551,571
44,31,4,1,0.011817346327006817,80.09868421052632,487,608
44,32,4,2,0.0146285779774189,82.56578947368422,502,608
44,33,4,3,0.005897954106330872,90.95394736842105,553,608
44,34,4,4,0.00428672693669796,93.0921052631579,566,608
44,35,4,5,0.003823453327640891,94.07894736842105,572,608
44,36,4,6,0.0033848395105451345,94.57236842105263,575,608
44,37,4,7,0.002945280633866787,94.57236842105263,575,608
44,38,4,8,0.002891841344535351,95.39473684210526,580,608
44,39,4,9,0.002426892053335905,95.88815789473685,583,608
44,40,4,10,0.002406970364972949,96.05263157894737,584,608
60,5,5,1,tensor(0.0185),69.83333333333334,419,600
49,41,5,1,0.013592850416898727,79.90580847723704,509,637
49,42,5,2,0.009905191138386726,81.00470957613814,516,637
49,43,5,3,0.004988448228687048,91.20879120879121,581,637
49,44,5,4,0.0040232110768556595,92.93563579277865,592,637
49,45,5,5,0.003384142415598035,94.03453689167975,599,637
49,46,5,6,0.0028953920118510723,95.44740973312402,608,637
49,47,5,7,0.0025093890726566315,96.07535321821035,612,637
49,48,5,8,0.002300551626831293,95.76138147566719,610,637
49,49,5,9,0.0020406306721270084,96.7032967032967,616,637
49,50,5,10,0.002008301205933094,96.7032967032967,616,637
65,5,5,1,tensor(0.0167),71.52899824253075,407,569
14,41,5,1,0.011916080489754677,82.49158249158249,490,594
14,42,5,2,0.00893939845263958,83.5016835016835,496,594
14,43,5,3,0.004577198531478643,92.76094276094277,551,594
14,44,5,4,0.0027418748941272497,95.45454545454545,567,594
14,45,5,5,0.0022871021647006273,96.63299663299664,574,594
14,46,5,6,0.001927772769704461,97.13804713804713,577,594
14,47,5,7,0.0017446833662688732,97.13804713804713,577,594
14,48,5,8,0.0014858172507956624,97.64309764309765,580,594
14,49,5,9,0.0013484293594956398,97.81144781144782,581,594
14,50,5,10,0.0013649737229570746,97.97979797979798,582,594
36,41,5,1,0.012053119949996471,82.36272878535775,495,601
36,42,5,2,0.01217350922524929,82.02995008319468,493,601
36,43,5,3,0.005479634273797274,90.34941763727122,543,601
36,44,5,4,0.0043122111819684505,93.34442595673876,561,601
36,45,5,5,0.00341008510440588,94.34276206322795,567,601
36,46,5,6,0.0027061705477535725,94.50915141430949,568,601
36,47,5,7,0.0023621385917067528,95.6738768718802,575,601
36,48,5,8,0.00212586740963161,95.6738768718802,575,601
36,49,5,9,0.001820678124204278,96.50582362728785,580,601
36,50,5,10,0.001860600314103067,96.50582362728785,580,601
24,41,5,1,0.011976064182817936,81.75787728026535,493,603
24,42,5,2,0.010935681872069836,80.2653399668325,484,603
24,43,5,3,0.00545303663238883,91.87396351575457,554,603
24,44,5,4,0.004159619566053152,93.03482587064677,561,603
24,45,5,5,0.0034400131553411484,93.53233830845771,564,603
24,46,5,6,0.0029500992968678474,94.5273631840796,570,603
24,47,5,7,0.002407025545835495,95.52238805970148,576,603
24,48,5,8,0.0023368692491203547,96.01990049751244,579,603
24,49,5,9,0.0019749521743506193,96.18573797678275,580,603
24,50,5,10,0.0020759019535034895,96.35157545605307,581,603
7,41,5,1,0.013230371288955212,79.12280701754386,451,570
7,42,5,2,0.009192639961838722,82.98245614035088,473,570
7,43,5,3,0.004251404199749231,91.22807017543859,520,570
7,44,5,4,0.002898741979151964,94.91228070175438,541,570
7,45,5,5,0.0024099487345665693,94.38596491228071,538,570
7,46,5,6,0.0019638221710920334,95.43859649122807,544,570
7,47,5,7,0.0017038630321621895,96.66666666666667,551,570
7,48,5,8,0.0014820535434409976,97.36842105263158,555,570
7,49,5,9,0.0013370064552873373,97.71929824561404,557,570
7,50,5,10,0.0013012749841436744,97.71929824561404,557,570
4,41,5,1,0.011708554811775684,82.76972624798712,514,621
4,42,5,2,0.0075548007152974606,86.95652173913044,540,621
4,43,5,3,0.004824941512197256,91.14331723027375,566,621
4,44,5,4,0.0028986039105802774,93.71980676328504,582,621
4,45,5,5,0.0020910303574055433,96.29629629629629,598,621
4,46,5,6,0.0015792235499247909,96.94041867954911,602,621
4,47,5,7,0.0012802166165784001,97.58454106280193,606,621
4,48,5,8,0.0010263118892908096,98.71175523349437,613,621
4,49,5,9,0.0009043874451890588,99.03381642512076,615,621
4,50,5,10,0.0008966051391325891,99.03381642512076,615,621
76,5,5,1,tensor(0.0167),71.85929648241206,429,597
39,41,5,1,0.012064180336892605,80.35714285714286,450,560
39,42,5,2,0.009622041136026382,81.78571428571428,458,560
39,43,5,3,0.005660818889737129,88.39285714285714,495,560
39,44,5,4,0.0032744170166552067,94.64285714285714,530,560
39,45,5,5,0.0026324440259486437,95.53571428571429,535,560
39,46,5,6,0.002246271353214979,95.89285714285715,537,560
39,47,5,7,0.0018011773936450481,96.96428571428571,543,560
39,48,5,8,0.001628905301913619,97.14285714285714,544,560
39,49,5,9,0.001442375243641436,97.67857142857143,547,560
39,50,5,10,0.0014435411430895329,97.67857142857143,547,560
26,51,6,1,0.007773096673190594,86.2129144851658,494,573
26,52,6,2,0.004809570964425802,91.44851657940663,524,573
26,53,6,3,0.0033961976878345013,93.717277486911,537,573
26,54,6,4,0.0021338630467653275,96.16055846422339,551,573
26,55,6,5,0.0017600434366613626,97.73123909249564,560,573
26,56,6,6,0.0015453476225957274,97.73123909249564,560,573
26,57,6,7,0.001298584626056254,98.25479930191972,563,573
26,58,6,8,0.0011655468260869384,98.60383944153578,565,573
26,59,6,9,0.0010441732592880726,98.42931937172776,564,573
26,60,6,10,0.0010254745138809085,98.42931937172776,564,573
29,51,6,1,0.008225997909903526,86.2129144851658,494,573
29,52,6,2,0.005866728723049164,87.43455497382199,501,573
29,53,6,3,0.0038590868934988976,90.75043630017451,520,573
29,54,6,4,0.0024414455983787775,95.28795811518324,546,573
29,55,6,5,0.002218823181465268,95.6369982547993,548,573
29,56,6,6,0.0017463513650000095,96.50959860383944,553,573
29,57,6,7,0.001545578590594232,96.8586387434555,555,573
29,58,6,8,0.0013592358445748687,97.20767888307155,557,573
29,59,6,9,0.0012084988411515951,97.73123909249564,560,573
29,60,6,10,0.0011800313368439674,97.73123909249564,560,573
4,51,6,1,0.006231260951608419,90.17713365539453,560,621
4,52,6,2,0.005532239563763142,89.21095008051529,554,621
4,53,6,3,0.0027961370069533587,93.39774557165862,580,621
4,54,6,4,0.0014280674513429403,97.10144927536231,603,621
4,55,6,5,0.0010623070411384106,98.38969404186795,611,621
4,56,6,6,0.0008016227511689067,98.87278582930756,614,621
4,57,6,7,0.0006340614054352045,99.03381642512076,615,621
4,58,6,8,0.0005132383666932583,99.35587761674718,617,621
4,59,6,9,0.00044162478297948837,99.6779388083736,619,621
4,60,6,10,0.00043647896382026374,99.6779388083736,619,621
41,51,6,1,0.007804321590811014,87.4015748031496,555,635
41,52,6,2,0.006332396063953638,88.81889763779527,564,635
41,53,6,3,0.004546482115983963,91.02362204724409,578,635
41,54,6,4,0.002428946318104863,95.59055118110236,607,635
41,55,6,5,0.0018362848786637187,96.53543307086613,613,635
41,56,6,6,0.001507139066234231,97.00787401574803,616,635
41,57,6,7,0.0013038928154855967,97.00787401574803,616,635
41,58,6,8,0.001161151216365397,97.63779527559055,620,635
41,59,6,9,0.0010567824356257915,97.95275590551181,622,635
41,60,6,10,0.0010293977102264762,97.95275590551181,622,635
99,6,6,1,tensor(0.0063),90.93137254901961,371,408
67,6,6,1,tensor(0.0112),78.42105263157895,447,570
91,6,6,1,tensor(0.0134),78.05695142378559,466,597
76,6,6,1,tensor(0.0128),78.39195979899498,468,597
8,51,6,1,0.0073018670082092285,86.50927487352446,513,593
8,52,6,2,0.007581857033073902,87.18381112984824,517,593
8,53,6,3,0.005094419699162245,91.06239460370995,540,593
8,54,6,4,0.0028356662951409817,95.27824620573357,565,593
8,55,6,5,0.0021199847105890512,96.62731871838112,573,593
8,56,6,6,0.00194538664072752,97.13322091062395,576,593
8,57,6,7,0.0016157892532646656,97.97639123102867,581,593
8,58,6,8,0.0013537940103560686,97.97639123102867,581,593
8,59,6,9,0.0011831150623038411,98.1450252951096,582,593
8,60,6,10,0.0011183706810697913,98.1450252951096,582,593
25,51,6,1,0.0070526376366615295,87.09122203098106,506,581
25,52,6,2,0.007181801367551088,86.74698795180723,504,581
25,53,6,3,0.006185802165418863,89.67297762478485,521,581
25,54,6,4,0.004009355790913105,94.83648881239243,551,581
25,55,6,5,0.002178584225475788,96.04130808950086,558,581
25,56,6,6,0.001823047990910709,97.41824440619621,566,581
25,57,6,7,0.0014243829064071178,97.59036144578313,567,581
25,58,6,8,0.0012288063298910856,98.10671256454388,570,581
25,59,6,9,0.0011499484535306692,98.62306368330465,573,581
25,60,6,10,0.0015482112066820264,98.62306368330465,573,581
66,7,7,1,tensor(0.0099),81.67202572347267,508,622
68,7,7,1,tensor(0.0095),82.67581475128645,482,583
59,7,7,1,tensor(0.0093),80.23064250411862,487,607
62,7,7,1,tensor(0.0090),81.61512027491409,475,582
31,61,7,1,0.005722180008888245,90.11345218800648,556,617
31,62,7,2,0.004054058808833361,92.22042139384116,569,617
31,63,7,3,0.0020096483640372753,96.43435980551054,595,617
31,64,7,4,0.0016107066767290235,96.75850891410049,597,617
31,65,7,5,0.0014341617934405804,97.73095623987034,603,617
31,66,7,6,0.001185083412565291,97.56888168557536,602,617
31,67,7,7,0.0010069685522466898,97.56888168557536,602,617
31,68,7,8,0.000874035176821053,98.05510534846029,605,617
