model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
MA,MA_trigger,,1,5.8230698553362964e-06,100.0,233880,233880
global,combine,,1,0.34959532777295066,99.95852573969557,233783,233880
global,global_in_CA_trigger,,1,0.38056063108899274,99.95681546092014,233779,233880
global,global_in_MA_trigger,,1,0.19757375350763232,99.96707713357277,233803,233880
global,global_in_ME_trigger,,1,0.6222917631739976,95.51522148110142,223391,233880
global,combine,,2,0.35154301502499924,99.95767060030785,233781,233880
global,global_in_CA_trigger,,2,0.3823343683190278,99.95510518214469,233775,233880
global,global_in_MA_trigger,,2,0.19909443504584637,99.96664956387892,233802,233880
global,global_in_ME_trigger,,2,0.6246137864083658,95.01239952112194,222215,233880
MA,MA_trigger,,3,5.930764812744232e-06,100.0,233880,233880
global,combine,,3,0.3467231508450812,99.95852573969557,233783,233880
global,global_in_CA_trigger,,3,0.3782453211414645,99.95724303061398,233780,233880
global,global_in_MA_trigger,,3,0.19696830990952835,99.96707713357277,233803,233880
global,global_in_ME_trigger,,3,0.6209594804822267,95.85599452710792,224188,233880
global,combine,,4,0.34826826402442523,99.95767060030785,233781,233880
global,global_in_CA_trigger,,4,0.38081541797106383,99.95553275183855,233776,233880
global,global_in_MA_trigger,,4,0.1995168146609302,99.96707713357277,233803,233880
global,global_in_ME_trigger,,4,0.6232926490348853,95.44552762100223,223228,233880
