model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,1,2.2991473283111126,22.789456122789456,2049,8991
global,global_in_1_trigger,,1,2.299147332553908,22.789456122789456,2049,8991
global,global_in_10_trigger,,1,2.299147388558806,22.789456122789456,2049,8991
global,global_in_20_trigger,,1,2.2991473113399317,22.789456122789456,2049,8991
global,global_in_30_trigger,,1,2.2991473520707664,22.789456122789456,2049,8991
global,global_in_40_trigger,,1,2.2991473503736484,22.789456122789456,2049,8991
global,global_in_50_trigger,,1,2.299147341888058,22.789456122789456,2049,8991
global,global_in_60_trigger,,1,2.2991473597077983,22.789456122789456,2049,8991
global,global_in_70_trigger,,1,2.299147346979412,22.789456122789456,2049,8991
global,global_in_80_trigger,,1,2.2991473707390657,22.789456122789456,2049,8991
global,global_in_90_trigger,,1,2.299147343585176,22.789456122789456,2049,8991
global,combine,,2,2.2916813051590545,13.658102546991435,1228,8991
global,global_in_1_trigger,,2,2.2916813085532906,13.658102546991435,1228,8991
global,global_in_10_trigger,,2,2.2916812915821096,13.658102546991435,1228,8991
global,global_in_20_trigger,,2,2.2916812839450778,13.658102546991435,1228,8991
global,global_in_30_trigger,,2,2.29168129073355,13.658102546991435,1228,8991
global,global_in_40_trigger,,2,2.2916813178874404,13.658102546991435,1228,8991
global,global_in_50_trigger,,2,2.2916813068561726,13.658102546991435,1228,8991
global,global_in_60_trigger,,2,2.2916813297672673,13.658102546991435,1228,8991
global,global_in_70_trigger,,2,2.291681302613377,13.658102546991435,1228,8991
global,global_in_80_trigger,,2,2.2916813051590545,13.658102546991435,1228,8991
global,global_in_90_trigger,,2,2.291681297522023,13.658102546991435,1228,8991
50,50_trigger,,3,9.8337625379014,10.899788677566455,980,8991
global,combine,,3,2.2782113846702607,21.232343454565676,1909,8991
global,global_in_1_trigger,,3,2.2782113473336616,21.232343454565676,1909,8991
global,global_in_10_trigger,,3,2.2782113549706935,21.232343454565676,1909,8991
global,global_in_20_trigger,,3,2.278211362607725,21.232343454565676,1909,8991
global,global_in_30_trigger,,3,2.2782113855188197,21.232343454565676,1909,8991
global,global_in_40_trigger,,3,2.278211377881788,21.232343454565676,1909,8991
global,global_in_50_trigger,,3,2.2782113558192525,21.232343454565676,1909,8991
global,global_in_60_trigger,,3,2.27821137618467,21.232343454565676,1909,8991
global,global_in_70_trigger,,3,2.2782113863673787,21.232343454565676,1909,8991
global,global_in_80_trigger,,3,2.2782113558192525,21.232343454565676,1909,8991
global,global_in_90_trigger,,3,2.2782113422423076,21.232343454565676,1909,8991
global,combine,,4,2.2791897783607173,21.25458792125459,1911,8991
global,global_in_1_trigger,,4,2.2791898335170564,21.25458792125459,1911,8991
global,global_in_10_trigger,,4,2.2791898623680646,21.25458792125459,1911,8991
global,global_in_20_trigger,,4,2.279189827577143,21.25458792125459,1911,8991
global,global_in_30_trigger,,4,2.2791898063631666,21.25458792125459,1911,8991
global,global_in_40_trigger,,4,2.2791898046660486,21.25458792125459,1911,8991
global,global_in_50_trigger,,4,2.279189811454521,21.25458792125459,1911,8991
global,global_in_60_trigger,,4,2.279189853033915,21.25458792125459,1911,8991
global,global_in_70_trigger,,4,2.2791898428512063,21.25458792125459,1911,8991
global,global_in_80_trigger,,4,2.279189855579592,21.25458792125459,1911,8991
global,global_in_90_trigger,,4,2.2791898598223876,21.25458792125459,1911,8991
60,60_trigger,,5,8.248314130373863,21.043265487709935,1892,8991
global,combine,,5,2.2736330130993623,21.532643754865976,1936,8991
global,global_in_1_trigger,,5,2.273633063164347,21.532643754865976,1936,8991
global,global_in_10_trigger,,5,2.273633022433512,21.532643754865976,1936,8991
global,global_in_20_trigger,,5,2.2736330156450397,21.532643754865976,1936,8991
global,global_in_30_trigger,,5,2.27363306061867,21.532643754865976,1936,8991
global,global_in_40_trigger,,5,2.2736330173421577,21.532643754865976,1936,8991
global,global_in_50_trigger,,5,2.27363300631089,21.532643754865976,1936,8991
global,global_in_60_trigger,,5,2.2736330164935987,21.532643754865976,1936,8991
global,global_in_70_trigger,,5,2.2736329986738584,21.532643754865976,1936,8991
global,global_in_80_trigger,,5,2.2736330003709764,21.532643754865976,1936,8991
global,global_in_90_trigger,,5,2.27363303346478,21.532643754865976,1936,8991
global,combine,,6,2.2711095393081884,21.59937715493271,1942,8991
global,global_in_1_trigger,,6,2.271109507911503,21.59937715493271,1942,8991
global,global_in_10_trigger,,6,2.2711095163970936,21.59937715493271,1942,8991
global,global_in_20_trigger,,6,2.2711095511880153,21.59937715493271,1942,8991
global,global_in_30_trigger,,6,2.271109518942771,21.59937715493271,1942,8991
global,global_in_40_trigger,,6,2.2711095240341255,21.59937715493271,1942,8991
global,global_in_50_trigger,,6,2.2711095138514166,21.59937715493271,1942,8991
global,global_in_60_trigger,,6,2.2711095384596294,21.59937715493271,1942,8991
global,global_in_70_trigger,,6,2.271109543550984,21.59937715493271,1942,8991
global,global_in_80_trigger,,6,2.2711095418538654,21.59937715493271,1942,8991
global,global_in_90_trigger,,6,2.2711095367625114,21.59937715493271,1942,8991
10,10_trigger,,7,7.560001772538055,30.97541986430875,2785,8991
global,combine,,7,2.2535449072458418,24.413302191079968,2195,8991
global,global_in_1_trigger,,7,2.2535448750005975,24.413302191079968,2195,8991
global,global_in_10_trigger,,7,2.2535448996088103,24.413302191079968,2195,8991
global,global_in_20_trigger,,7,2.253544868212125,24.413302191079968,2195,8991
global,global_in_30_trigger,,7,2.253544873303479,24.413302191079968,2195,8991
global,global_in_40_trigger,,7,2.253544856332298,24.413302191079968,2195,8991
global,global_in_50_trigger,,7,2.253544897911692,24.413302191079968,2195,8991
global,global_in_60_trigger,,7,2.2535448520895027,24.413302191079968,2195,8991
global,global_in_70_trigger,,7,2.2535448656664476,24.413302191079968,2195,8991
global,global_in_80_trigger,,7,2.2535448453010303,24.413302191079968,2195,8991
global,global_in_90_trigger,,7,2.253544883486188,24.413302191079968,2195,8991
global,combine,,8,2.2553428027908553,26.281837392948503,2363,8991
