model,epoch,average_loss,accuracy,correct_data,total_data
23,1,5.718201544032639,21.64386608831053,1946,8991
11,1,5.606362527077859,20.09787565343121,1807,8991
42,1,5.204309047070617,10.922033144255366,982,8991
45,1,5.814967762494482,20.865309754198645,1876,8991
37,1,4.169986913657907,31.353575798020245,2819,8991
21,1,4.802389182870479,32.810588366143925,2950,8991
35,1,4.558787842611491,21.82182182182182,1962,8991
global,1,2.2514723594376167,10.922033144255366,982,8991
11,2,2.562141100247383,13.44678011344678,1209,8991
28,2,3.3172835183612976,11.522633744855968,1036,8991
22,2,3.439015536668396,11.233455677900123,1010,8991
41,2,6.376879442919482,20.65398732065399,1857,8991
global,2,2.170037906117652,20.99877655433211,1888,8991
18,3,4.4453384183880065,19.49727505283061,1753,8991
42,3,8.636736987231371,10.922033144255366,982,8991
41,3,5.9091238557079215,21.354688021354686,1920,8991
50,3,30.816608295307027,10.899788677566455,980,8991
28,3,3.636369702018099,19.16360805249694,1723,8991
global,3,2.0564607050219705,24.035146257368478,2161,8991
37,4,4.199259399373331,34.367701034367705,3090,8991
13,4,2.5710644234593754,24.55789122455789,2208,8991
45,4,4.90076204948438,21.75508842175509,1956,8991
44,4,5.3671336368649465,11.478144811478144,1032,8991
global,4,1.8829046721824907,52.363474585696814,4708,8991
49,5,3.177130335019807,11.511511511511511,1035,8991
14,5,6.0264856446480115,12.623734845957069,1135,8991
36,5,4.472691438895764,10.83305527749972,974,8991
24,5,3.332294836204477,20.331442553664775,1828,8991
7,5,4.889222547403632,20.286953620286955,1824,8991
4,5,4.8840788556025645,9.921032143254365,892,8991
39,5,3.692292802446001,29.40718496274052,2644,8991
global,5,1.9691483636889384,53.63140918696474,4822,8991
26,6,5.886712647163222,22.044266488710935,1982,8991
29,6,3.300022519399825,50.884217550884216,4575,8991
4,6,4.598834703369277,9.921032143254365,892,8991
41,6,5.978012799447668,20.631742853965076,1855,8991
8,6,3.0448236101634403,17.005894783672563,1529,8991
25,6,3.168525599913607,39.98442887331776,3595,8991
global,6,1.9326198163359758,62.76276276276276,5643,8991
31,7,3.293342625122953,49.17139361583806,4421,8991
10,7,5.1325154669915145,30.619508397286175,2753,8991
23,7,5.850429013472565,28.862195528862195,2595,8991
7,7,5.420472274167614,21.510399288177066,1934,8991
45,7,4.356114681643992,22.75608942275609,2046,8991
global,7,1.8711906338066853,70.6150595039484,6349,8991
9,8,4.652848625671027,20.731842954065176,1864,8991
12,8,2.5772323175633316,53.00856411967523,4766,8991
global,8,1.8228072823121515,72.48359470581693,6517,8991
