model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,1,0.3990605734689912,99.76313347898773,233333,233887
global,global_in_MD_trigger,,1,0.4058678406697644,99.86061645153428,233561,233887
global,global_in_MI_trigger,,1,0.24062340297865215,99.85249287048875,233542,233887
global,global_in_ME_trigger,,1,0.6831744680487762,61.498073856178415,143836,233887
MD,MD_trigger,,2,1.3550245122242783,47.111211824513546,110187,233887
global,combine,,2,0.4565397413957577,98.31029514252609,229935,233887
global,global_in_MD_trigger,,2,0.42445722710417716,98.64336196539355,230714,233887
global,global_in_MI_trigger,,2,0.2860291754234543,98.76778102245957,231005,233887
global,global_in_ME_trigger,,2,0.7226266394067741,26.366578732464824,61668,233887
global,combine,,3,0.4902626695708246,96.93997528721134,226730,233887
global,global_in_MD_trigger,,3,0.43757196924959796,97.70658480377277,228523,233887
global,global_in_MI_trigger,,3,0.3178505985381911,97.97722831965864,229156,233887
global,global_in_ME_trigger,,3,0.7619080534914541,8.701637970472921,20352,233887
MI,MI_trigger,,4,2.9840792991062344,8.552420613373124,20003,233887
global,combine,,4,0.5507724281455982,95.18442666757879,222624,233887
global,global_in_MD_trigger,,4,0.44658141321858796,96.64624369888023,226043,233887
global,global_in_MI_trigger,,4,0.3711434172823633,96.76724230076917,226326,233887
global,global_in_ME_trigger,,4,0.8097971127893555,3.0792647731596885,7202,233887
ME,ME_trigger,,5,1.0864830597990927,0.0983380863408398,230,233887
global,combine,,5,0.6397021193411101,92.09874854096208,215407,233887
global,global_in_MD_trigger,,5,0.45289565211138294,96.09298507398873,224749,233887
global,global_in_MI_trigger,,5,0.4341117147359346,95.70390829759671,223839,233887
global,global_in_ME_trigger,,5,0.863671597835178,1.2394874447917157,2899,233887
MI,MI_trigger,,6,3.9149697560161116,5.066549231038921,11850,233887
MD,MD_trigger,,6,0.8399806716003421,94.3930188509836,220773,233887
global,combine,,6,0.7490352280717797,69.72939923980384,163088,233887
global,global_in_MD_trigger,,6,0.45364314111534637,95.53032019736027,223433,233887
global,global_in_MI_trigger,,6,0.54084868658835,94.25363530251788,220447,233887
global,global_in_ME_trigger,,6,0.9432274608423028,0.47715349720164013,1116,233887
MI,MI_trigger,,7,4.84615385759343,1.3626238311663323,3187,233887
MD,MD_trigger,,7,0.9012019902103288,94.55677314258595,221156,233887
global,combine,,7,0.842894580698511,44.68354376258621,104509,233887
global,global_in_MD_trigger,,7,0.44999217118527496,95.27164827459414,222828,233887
global,global_in_MI_trigger,,7,0.6406898158466533,91.6322839661888,214316,233887
global,global_in_ME_trigger,,7,1.0067866556507445,0.31639210387922373,740,233887
MI,MI_trigger,,8,4.400317135367763,1.3681820708290755,3200,233887
global,combine,,8,1.0075013240475743,21.414614749857837,50086,233887
global,global_in_MD_trigger,,8,0.45976685159048497,94.83896069469445,221816,233887
global,global_in_MI_trigger,,8,0.8082750621625248,60.53649839452385,141587,233887
global,global_in_ME_trigger,,8,1.1148587422314498,0.2193366882297862,513,233887
