23,72,61,11,71,42,45,37,21,35
0.0,0.2357492442234373,0.0,0.13317971141300095,1.0,0.13317971141300095,0.2357492442234373,1.0,1.0,1.0
0.7298971063887688,0.6864831351899067,0.7298971063887688,0.704536447005344,0.4418941408790731,0.704536447005344,0.6864831351899067,0.27814160434402885,0.27814160434402885,0.4418941408790731
11,59,62,28,65,22,78,58,41,81
0.0,0.0,1.0,0.3553884569207691,1.0,0.0,1.0,0.0,0.0,1.0
0.7673312340177194,0.7673312340177194,0.3131296513670872,0.6040212428860443,0.39604092453932455,0.7222150104688019,0.14643191894582244,0.6983012464652512,0.7222150104688019,0.2334172558442236
54,55,61,73,18,42,87,41,50,28
0.0,0.029874313839490463,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.7798828726598118,0.6154135041883217,0.6405589070930835,0.7798828726598118,0.3400418920044343,0.3084370614237706,0.1170872009280004,0.3183515027777151,0.6405589070930835,9.449300983298619e-17
37,92,95,76,13,99,94,74,45,44
0.7152994733157307,0.7152994733157307,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.4673541528431092,0.4673541528431092,0.793734266466114,0.9194478647356971,0.2104790645317712,0.793734266466114,0.03788183893095751,0.24678357288465141,0.18275179417503512,0.9194478647356971
60,49,65,14,36,24,7,4,76,39
0.0,0.0,0.6327152423201329,1.0,0.0,0.0,1.0,1.0,0.9013904292054069,0.8709993491847332
0.7246987443725568,0.8586765919926703,0.46686980292414076,1.1102230246251565e-15,0.7246987443725568,0.8586765919926703,0.017983203974353896,-0.0,0.4009783202171489,0.4082995656609025
26,29,4,41,99,67,91,76,8,25
0.0,1.0,1.0,0.0,1.0,1.0,0.5030899131749734,0.0,0.0,0.20389804824893243
0.8164632181980745,0.13094276442220126,8.091477557067913e-17,0.7602565406662344,0.28723259681544244,0.28723259681544244,0.49922752232086337,0.8164632181980745,0.7602565406662344,0.5734893311288702
66,68,59,62,31,10,23,7,99,45
0.19238227801067842,1.0,0.5695691011329631,0.19238227801067842,1.0,0.5695691011329631,0.0,0.0,0.0,0.0
0.6700518466544384,0.4084292234750378,0.5970927773814179,0.6700518466544384,0.2212626631318514,0.5970927773814179,0.7094004562296022,0.7120531398951672,0.7094004562296022,0.7120531398951672
63,55,79,9,62,56,96,12,92,86
1.0,1.0,1.0,1.0,1.0,0.5463722355106908,0.7443335940894108,0.7777943016148949,0.7443335940894108,0.5463722355106908
0.40167862895009365,0.2602760498931542,0.3562083848104236,0.3706768389879877,0.2602760498931542,0.621563898056968,0.5851766287094777,0.5790930890868234,0.5851766287094777,0.621563898056968
28,63,33,71,13,32,76,97,23,25
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.42078367723704796
0.911118747139403,0.7403368302449729,0.3305931936747232,0.2323255621583855,0.22121645894665035,0.7403368302449729,0.911118747139403,0.22162109240789632,0.05863498533567009,0.5479506184739844
12,56,19,11,13,78,49,34,14,99
0.9762356483673846,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762356483673846
0.5573327608860339,0.8504880412510119,0.8504880412510119,0.5281176405507971,0.3543221810904743,0.5013878106972129,0.28238456916427346,0.45386642819900413,0.40156382388753714,0.5573327608860339
53,56,51,14,36,6,46,99,88,37
0.0,1.0,0.0,0.0,0.0,0.20794959482062836,0.20794959482062836,0.0,0.0,1.0
0.7305468525462322,0.07911748218423478,0.9163481345316327,0.7305468525462322,0.9790494466534199,0.6063209111536095,0.6063209111536095,0.9163481345316327,0.9790494466534199,0.3486916361330329
42,17,2,64,6,38,37,44,77,4
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.9775448532225886,0.9775448532225886,0.8128230452727653,0.5181010942682653,0.3405398585853014,0.36965336499752766,0.5181010942682653,0.8128230452727653,0.36965336499752766,0.2529027802891195
24,38,52,10,11,76,97,7,70,14
0.6599022296046436,0.0,0.0,0.8449436875651223,0.0,0.0,0.5854434742795719,1.0,0.6599022296046436,0.0
0.5563332552080664,0.9617164528571831,0.9243043876635004,0.5189423988379179,0.7284242785240962,0.9243043876635004,0.5715711313771202,0.1782284286114833,0.5563332552080664,0.9617164528571831
95,97,12,89,25,34,55,67,56,2
1.0,1.0,0.0,1.0,0.026474051403144072,0.16268249186601869,0.16268249186601869,0.0,0.0,0.0
0.3144400762967914,0.18083146467857628,0.8688900333268358,0.12171479679448098,0.6629299137910499,0.6342282611608664,0.6342282611608664,0.8688900333268358,0.8087755743659889,0.8087755743659889
4,1,20,48,55,98,27,42,0,44
0.065968748487157,0.5689596792834215,1.0,0.065968748487157,1.0,0.5405935849949992,0.5405935849949992,1.0,1.0,1.0
0.7034108676959606,0.6098176137984435,0.3896881594897664,0.7034108676959606,0.45012034142178564,0.6151631086209751,0.6151631086209751,0.2898529715947604,0.49506326217298297,0.24563529886408306
25,8,12,99,53,26,60,63,52,90
0.0,0.0,0.5755469191829999,0.5755469191829999,1.0,0.0,1.0,1.0,0.0,0.0
0.7146605641114949,0.6710716701765514,0.5350990069609268,0.5350990069609268,0.385645023468979,0.718677734436075,0.10402596548007764,0.3610856181040184,0.718677734436075,0.6710716701765514
66,33,56,97,10,13,77,37,90,59
0.2356711416593389,0.24969428795209136,1.0,0.0,1.0,1.0,0.2356711416593389,1.0,1.0,0.0
