model,epoch,average_loss,accuracy,correct_data,total_data
global,1,1.7588240519376805,0.0,0,444748
global,2,1.756202373117206,0.0,0,444748
ME,3,1.6568281195693735,0.0,0,444748
global,3,1.7551044000447158,0.0,0,444748
global,4,1.75503277113436,0.0,0,444748
AL,5,0.15500328136633787,99.96065187476954,444573,444748
ME,5,1.7237544941954375,0.0,0,444748
global,5,1.747660701904782,0.0,0,444748
global,6,1.7341510486044514,0.0,0,444748
AK,7,0.4311800656483095,99.88690224576614,444245,444748
global,7,1.7257830943444106,0.0,0,444748
global,8,1.7227712613751127,0.0,0,444748
global,9,1.7189688592637502,0.0,0,444748
ME,10,1.6476120425024139,0.0,0,444748
global,10,1.7193186087414472,0.0,0,444748
RI,11,0.4554867521820949,99.86104490632897,444130,444748
AL,11,0.18395827342250715,99.95278224972344,444538,444748
global,11,1.7133984025308946,0.0,0,444748
AK,12,0.42898708600801005,99.91028627447453,444349,444748
global,12,1.7081715782439282,0.0,0,444748
RI,13,0.44030959544245873,99.91815589952063,444384,444748
global,13,1.7053507554760217,0.0,0,444748
MI,14,0.02283607327950634,99.99168068209413,444711,444748
global,14,1.6990894797220075,0.0,0,444748
AK,15,0.4448992548727057,99.88870101720525,444253,444748
RI,15,0.4395065429867232,99.93119699245415,444442,444748
global,15,1.698349478334049,0.0,0,444748
AK,16,0.382559592731062,99.93052245316449,444439,444748
AL,16,0.14164343153185915,99.97594143200195,444641,444748
MI,16,0.028260955395214882,99.98426074990782,444678,444748
global,16,1.6947883631113454,0.0,0,444748
ME,17,1.6149902219026637,0.0,0,444748
global,17,1.6968005650928248,0.0,0,444748
RI,18,0.36617860671382446,99.93501938176226,444459,444748
ME,18,1.6027395968100562,0.0,0,444748
AK,18,0.40949688936513196,99.92377706026784,444409,444748
global,18,1.6847885283783368,0.0,0,444748
global,19,1.6830407847167488,0.0,0,444748
RI,20,0.3764522970644798,99.94243931394857,444492,444748
global,20,1.676476195933447,0.0,0,444748
global,21,1.6650221238143839,0.0,0,444748
AK,22,0.38210317979804626,99.93209637817371,444446,444748
ME,22,1.5960604563751204,0.0,0,444748
global,22,1.664954374181525,0.0,0,444748
global,23,1.6647911232122936,0.0,0,444748
RI,24,0.3618139757095454,99.94064054250946,444484,444748
AL,24,0.1653067804047098,99.96087672119943,444574,444748
MI,24,0.022284834782065346,99.96807180695585,444606,444748
global,24,1.6631805430802067,0.0,0,444748
global,25,1.658683424001622,0.0,0,444748
global,26,1.6517591194566486,0.0,0,444748
AL,27,0.1375217942860094,99.95255740329355,444537,444748
global,27,1.6474482124999,0.0,0,444748
global,28,1.6429302170230067,0.0,0,444748
global,29,1.63772487112802,0.0,0,444748
AK,30,0.49725011997431134,99.8954464101019,444283,444748
AL,30,0.11920071058234284,99.95997733547986,444570,444748
global,30,1.630691086651326,0.0,0,444748
RI,31,0.38075408174060776,99.93187153174382,444445,444748
global,31,1.6190837578068367,0.0,0,444748
MI,32,0.02313748170042924,99.95840341047065,444563,444748
