model,epoch,average_loss,accuracy,correct_data,total_data
global,1,2.2651068638965026,15.02613724835947,1351,8991
global,2,2.232843180331753,18.28495161828495,1644,8991
global,3,2.136335643403006,35.73573573573574,3213,8991
global,4,2.0786009101074274,44.76698921143365,4025,8991
7,5,1.70981790353586,49.738627516405295,4472,8991
4,5,1.5864947860729652,58.76988099210322,5284,8991
global,5,1.997900570689233,54.55455455455456,4905,8991
4,6,1.551262825936288,59.62629295962629,5361,8991
8,6,1.474786064513678,61.61717272828384,5540,8991
global,6,1.9461200108664436,59.30374819263709,5332,8991
10,7,1.673184761095731,39.76198420642865,3575,8991
7,7,1.628342753323256,52.052052052052055,4680,8991
global,7,1.864016072448588,65.23189856523189,5865,8991
9,8,1.5087107146174767,62.16216216216216,5589,8991
global,8,1.818759359436748,67.41185630074519,6061,8991
global,9,1.786249295051073,68.30163496830164,6141,8991
global,10,1.7713256342076125,67.92347903459014,6107,8991
6,11,1.303504037162298,73.75152930708487,6631,8991
global,11,1.7575629659335985,68.06806806806807,6120,8991
2,12,1.4138602658885828,66.45534423312202,5975,8991
6,12,1.304273545311126,71.69391613836058,6446,8991
4,12,1.3967636281504485,68.8577466355244,6191,8991
global,12,1.6742682233693111,72.85062840618396,6550,8991
10,13,1.4948809087747144,44.76698921143365,4025,8991
7,13,1.43124712355449,65.23189856523189,5865,8991
global,13,1.628432082832887,73.55132910688467,6613,8991
2,14,1.3294036155839,70.59281503725948,6347,8991
global,14,1.6140100833187245,73.97397397397397,6651,8991
4,15,1.3123967973982555,72.26115003892781,6497,8991
1,15,1.3670432305338651,59.90434879323768,5386,8991
global,15,1.5741251547839614,75.08619730841953,6751,8991
8,16,1.2493693330849838,64.90935379824269,5836,8991
global,16,1.5478469370045502,75.08619730841953,6751,8991
10,17,1.3955138983655966,51.317984651317985,4614,8991
global,17,1.534090060994697,75.39761984206429,6779,8991
global,18,1.509292257175524,75.60894227560894,6798,8991
8,19,1.205228658104855,68.82437993549104,6188,8991
6,19,1.173696624650638,78.20042264486709,7031,8991
3,19,1.3224968437675957,70.38149260371482,6328,8991
global,19,1.4981409908070233,76.20954287620954,6852,8991
global,20,1.4566868966711124,76.9213658102547,6916,8991
global,21,1.4396824731191424,76.9436102769436,6918,8991
8,22,1.1676030418337446,68.79101323545768,6185,8991
global,22,1.4145230770694468,77.05483261038817,6928,8991
global,23,1.3756420363336155,76.09832054276498,6842,8991
global,24,1.3387335390233712,74.76365254143032,6722,8991
6,25,1.06892916628787,79.20142364586809,7121,8991
8,25,1.0994684552207643,72.45022800578356,6514,8991
3,25,1.1823315820364093,75.2975197419642,6770,8991
global,25,1.2935763560496532,76.1205650094539,6844,8991
4,26,1.0944803861818089,77.93348904460015,7007,8991
3,26,1.1382791041638427,76.2985207429652,6860,8991
global,26,1.267848284567255,76.06495384273163,6839,8991
2,27,1.0995582662876635,76.44310977644311,6873,8991
global,27,1.2593053814142647,76.5432098765432,6882,8991
6,28,1.024250830708774,81.42587031475921,7321,8991
global,28,1.24523662388517,76.27627627627628,6858,8991
global,29,1.2197163899739583,75.66455344233121,6803,8991
10,30,1.1565134661333698,63.74151929707486,5731,8991
8,30,1.0227111673848328,75.27527527527528,6768,8991
global,30,1.186962547722283,76.33188744299856,6863,8991
9,31,1.0435291952583552,75.95373150928707,6829,8991
4,31,1.023409844611593,79.16805694583472,7118,8991
global,31,1.1737007147053196,76.69892114336558,6896,8991
global,32,1.160325746278505,76.48759870982093,6877,8991
global,33,1.1464493952740447,76.37637637637637,6867,8991
global,34,1.126844881957424,76.07607607607608,6840,8991
1,35,1.0418268525551375,71.92748303859415,6467,8991
global,35,1.1162238063224628,76.35413190968747,6865,8991
4,36,0.9660185261385789,81.05883661439218,7288,8991
global,36,1.0947112820726814,76.7211656100545,6898,8991
5,37,0.9737632207538485,80.66955844733621,7253,8991
global,37,1.0859492118121812,76.83238794349906,6908,8991
global,38,1.0704248916478327,76.84351017684351,6909,8991
3,39,0.9767167311252496,79.223668112557,7123,8991
5,39,0.952802251409124,80.79190301412524,7264,8991
global,39,1.051135194167692,77.17717717717719,6939,8991
global,40,1.041583927066715,76.81014347681014,6906,8991
global,41,1.031231835320428,76.60994327660995,6888,8991
10,42,0.9949169033773085,70.82638193749304,6368,8991
global,42,1.0208273862071435,76.84351017684351,6909,8991
global,43,1.016488295987774,76.6210655099544,6889,8991
1,44,0.94566275293577,75.66455344233121,6803,8991
9,44,0.8998535219043371,79.53509064620175,7151,8991
6,44,0.8550577419324706,84.09520631742853,7561,8991
global,44,0.9952289325458271,77.28839951062173,6949,8991
1,45,0.9184168065804791,77.46635524413303,6965,8991
5,45,0.8936641272229939,81.9263708152597,7366,8991
global,45,0.9831950964432857,77.04371037704371,6927,8991
7,46,0.9001704137405635,80.02446891335781,7195,8991
10,46,0.950697299675978,72.62818373929485,6530,8991
2,46,0.8772734946555442,81.98198198198197,7371,8991
global,46,0.978474645537193,77.14381047714382,6936,8991
7,47,0.8999823098346557,79.79090201312424,7174,8991
global,47,0.9732072431589576,77.17717717717719,6939,8991
global,48,0.9680646353920924,76.6210655099544,6889,8991
10,49,0.9340470807993323,73.3177622066511,6592,8991
global,49,0.9624828592766486,76.85463241018796,6910,8991
7,50,0.8893304429612718,79.9021243465688,7184,8991
global,50,0.9505917334129649,76.91024357691025,6915,8991
