model,epoch,average_loss,accuracy,correct_data,total_data
global,1,2.204890442403667,21.187854521187855,1905,8991
global,2,2.173349298395075,22.822822822822822,2052,8991
global,3,2.0908071869884206,38.34946057168279,3448,8991
global,4,2.0257860967996533,50.127905683461236,4507,8991
4,5,1.9870382755938447,25.136247358469582,2260,8991
global,5,1.981765524747838,55.75575575575576,5013,8991
4,6,1.9600427708388728,25.81470359248137,2321,8991
global,6,1.9111679632106064,63.78600823045267,5735,8991
global,7,1.8390552154598718,66.42197753308865,5972,8991
global,8,1.7969699630932474,68.69091313535758,6176,8991
global,9,1.7535579266875383,69.78089200311423,6274,8991
global,10,1.718484773530855,72.10543877210543,6483,8991
global,11,1.668233666745087,73.16205093982872,6578,8991
2,12,1.7790531510174996,40.25136247358469,3619,8991
4,12,1.670051959528566,33.02191079968858,2969,8991
global,12,1.633104554512466,73.57357357357357,6615,8991
global,13,1.5981546868048604,73.12868423979535,6575,8991
2,14,1.7168778368687154,41.51929707485263,3733,8991
global,14,1.5570444050414347,73.50684017350684,6609,8991
4,15,1.5739287740329577,37.51529307084863,3373,8991
1,15,1.7196729259302161,50.005561116672226,4496,8991
global,15,1.53263462818898,74.5189634078523,6700,8991
global,16,1.495229629637097,74.87487487487488,6732,8991
global,17,1.4753579593794641,73.20653987320654,6582,8991
global,18,1.4510458991944146,73.26215103992881,6587,8991
3,19,1.8045020160201977,30.23023023023023,2718,8991
global,19,1.425448784559299,75.0194639083528,6745,8991
global,20,1.3982514657296456,74.97497497497497,6741,8991
global,21,1.3716336936471247,74.9416082749416,6738,8991
global,22,1.358025760118164,74.36325214102992,6686,8991
global,23,1.3366802581729407,74.19641864086309,6671,8991
global,24,1.3283557053893629,73.77377377377378,6633,8991
3,25,1.707692628388887,33.48904460015571,3011,8991
global,25,1.2957163986699916,75.3197642086531,6772,8991
4,26,1.3032493035502408,55.05505505505506,4950,8991
3,26,1.6645996658890336,35.4688021354688,3189,8991
global,26,1.2803437737121344,75.8981203425648,6824,8991
2,27,1.387836862758619,49.260371482593705,4429,8991
global,27,1.2646220774370018,75.57557557557557,6795,8991
global,28,1.2446223010662572,76.56545434323212,6884,8991
global,29,1.2315471671656737,76.06495384273163,6839,8991
global,30,1.220657254018477,76.28739850962073,6859,8991
4,31,1.2355385318824412,59.01457012568123,5306,8991
global,31,1.1970583809958777,77.04371037704371,6927,8991
global,32,1.1913154410276434,76.69892114336558,6896,8991
global,33,1.185871713591847,76.49872094316538,6878,8991
global,34,1.171885399515591,77.06595484373263,6929,8991
1,35,1.4425488394447779,55.12178845512179,4956,8991
global,35,1.151671732377587,76.43198754309866,6872,8991
4,36,1.162267473433177,63.89723056389723,5745,8991
global,36,1.1346569771947512,76.59882104326549,6887,8991
5,37,1.3439273314486089,46.613279946613275,4191,8991
global,37,1.1180035736759437,77.23278834389944,6944,8991
global,38,1.1085151105525828,76.22066510955399,6853,8991
3,39,1.4956646939297695,43.88833277722167,3946,8991
5,39,1.3344869459846131,47.36959181403626,4259,8991
global,39,1.0900417918053686,76.87687687687688,6912,8991
global,40,1.0772313760870518,76.76565454343233,6902,8991
global,41,1.0718631581037146,76.13168724279835,6845,8991
global,42,1.0594751041731836,75.75353130908687,6811,8991
global,43,1.0459562379491036,76.04270937604271,6837,8991
1,44,1.3056225874787004,56.93471249026805,5119,8991
global,44,1.031050602621529,75.8981203425648,6824,8991
1,45,1.3513168565769003,55.67790012234457,5006,8991
5,45,1.2083591800180986,53.142030919808704,4778,8991
global,45,1.0135953167285394,76.38749860972082,6868,8991
2,46,1.073516440940452,64.26426426426426,5778,8991
global,46,0.9989853079228045,76.5209654098543,6880,8991
global,47,0.9843407708245355,76.83238794349906,6908,8991
global,48,0.9803503026104174,76.68779891002113,6895,8991
global,49,0.9762161898939141,76.33188744299856,6863,8991
global,50,0.9655137701143798,76.56545434323212,6884,8991
