model,epoch,average_loss,accuracy,correct_data,total_data
23,1,3.8155018608425046,21.65498832165499,1947,8991
11,1,2.285555111793108,17.528639750861974,1576,8991
21,1,4.882466187772517,30.363697030363696,2730,8991
global,1,2.248111790616843,16.016016016016017,1440,8991
11,2,2.24257560715555,18.685352018685354,1680,8991
28,2,2.9093677748590063,11.478144811478144,1032,8991
22,2,2.2379065127410396,16.538760983205428,1487,8991
global,2,2.2118397609713663,21.365810254699145,1921,8991
18,3,3.048966248352845,9.921032143254365,892,8991
28,3,2.874481056916834,11.478144811478144,1032,8991
global,3,2.189580867929833,22.62262262262262,2034,8991
13,4,2.1828265278692864,20.275831386942496,1823,8991
global,4,2.16774894944315,28.81770659548437,2591,8991
14,5,2.158862404478046,31.008786564342124,2788,8991
24,5,2.151870954104332,35.75798020242465,3215,8991
7,5,2.185270014786108,12.045378712045379,1083,8991
4,5,6.356258442823249,9.921032143254365,892,8991
global,5,2.147170146491978,32.33233233233233,2907,8991
26,6,6.63315116671033,21.232343454565676,1909,8991
29,6,4.691475339678871,10.922033144255366,982,8991
4,6,6.321822473515182,9.921032143254365,892,8991
8,6,2.6448881726100013,11.233455677900123,1010,8991
25,6,2.1218229668674207,24.357691024357692,2190,8991
global,6,2.1245007146360773,34.27872316761206,3082,8991
31,7,4.30317093487802,30.55277499721944,2747,8991
10,7,4.553371970399762,20.464909353798244,1840,8991
23,7,3.5834478175278144,21.65498832165499,1947,8991
7,7,2.144566031587414,14.20309198086976,1277,8991
global,7,2.0738630654376706,41.89745300856412,3767,8991
9,8,2.888102543631142,15.682349015682348,1410,8991
12,8,3.5107781553729835,30.007785563341116,2698,8991
global,8,2.034695366176452,48.99343788232677,4405,8991
28,9,2.6495863751460336,11.478144811478144,1032,8991
33,9,3.927029468501162,20.32032032032032,1827,8991
13,9,2.023059795329998,51.751751751751755,4653,8991
32,9,2.0335641758498406,39.21699477255033,3526,8991
23,9,3.4174131627422777,21.69947725503281,1951,8991
25,9,1.9957546199764218,31.131131131131127,2799,8991
global,9,2.0276222979978678,46.146146146146144,4149,8991
