local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
NH,1,1,1,0.01543943490833044,48.83217500284835,4286,8777
AZ,1,1,1,0.01248746458441019,63.80287009063444,27032,42368
SC,1,1,1,0.014202740043401718,55.75441776166742,12305,22070
GA,1,1,1,0.011702033691108227,66.62955794954357,38903,58387
UT,1,1,1,0.014094053767621517,54.274118542318426,6419,11827
MI,1,1,1,0.011978266760706902,64.47402541274094,29836,46276
MN,1,1,1,0.012890254147350788,59.74126031267054,18610,31151
NE,1,1,1,0.014914042316377163,53.385416666666664,3280,6144
NJ,1,1,1,0.012059553526341915,67.9102422907489,44397,65376
VT,1,1,1,0.015592692419886589,44.80452674897119,1742,3888
AR,2,2,1,0.014640562236309052,51.147540983606554,6864,13420
OK,2,2,1,0.014177490957081318,53.27476038338658,8671,16276
MI,2,2,1,0.012096451595425606,64.8759616215749,30022,46276
HI,2,2,1,0.015011940151453018,49.183843679256526,4128,8393
VT,2,2,1,0.015747185796499252,45.884773662551446,1784,3888
ID,2,2,1,0.015123892575502396,53.08714918759232,1797,3385
CT,2,2,1,0.013565735891461372,57.851151549616155,16277,28136
WV,2,2,1,0.015481934882700443,47.106813718084304,3118,6619
MN,2,2,1,0.012953340075910091,59.5743314821354,18558,31151
DC,2,2,1,0.015270957723259926,46.72985781990521,1972,4220
OH,3,3,1,0.011283268220722675,67.93009800448695,40271,59283
SD,3,3,1,0.016462745144963264,42.33231283050376,1521,3593
KS,3,3,1,0.014064149931073189,53.16354954237963,8016,15078
OK,3,3,1,0.01427182275801897,52.55591054313099,8554,16276
TN,3,3,1,0.01325725857168436,59.40810191812196,16601,27944
HI,3,3,1,0.014847462065517902,50.07744549028953,4203,8393
WA,3,3,1,0.01261723879724741,62.05541046283083,23048,37141
WY,3,3,1,0.01561451144516468,44.056503198294244,1653,3752
NJ,3,3,1,0.012675472535192966,64.0923274596182,41901,65376
DE,3,3,1,0.015826046466827393,44.51676528599606,2257,5070
WV,4,4,1,0.015519341453909874,45.88306390693459,3037,6619
VT,4,4,1,0.015504061244428158,44.778806584362144,1741,3888
WY,4,4,1,0.015636486932635307,44.90938166311301,1685,3752
AR,4,4,1,0.014890013262629509,51.147540983606554,6864,13420
ID,4,4,1,0.015236373990774155,53.29394387001477,1804,3385
HI,4,4,1,0.01500582043081522,50.06553079947575,4202,8393
MD,4,4,1,0.012312117964029312,62.952547499763675,26639,42316
SD,4,4,1,0.016291730105876923,42.61063178402449,1531,3593
MN,4,4,1,0.01287106517702341,59.37530095342044,18496,31151
MI,4,4,1,0.011946406215429306,64.51292246520875,29854,46276
IA,5,5,1,0.24194996058940887,20.0,1,5
SD,5,5,1,0.016308952122926712,43.668243807403286,1569,3593
AK,5,5,1,0.016200823709368706,44.503891050583654,1830,4112
MA,5,5,1,0.010917145758867264,59.602925296947085,24287,40748
WY,5,5,1,0.015708327293395996,44.376332622601275,1665,3752
OH,5,5,1,0.011418326757848263,67.33802270465394,39920,59283
IL,5,5,1,0.01223149523139,68.30886956521739,49097,71875
NC,5,5,1,0.011908894404768944,65.47918016850292,32331,49376
HI,5,5,1,0.014931460842490196,49.05278208030502,4117,8393
KY,5,5,1,0.01395145058631897,53.97285697714882,9306,17242
IA,6,6,1,0.29602330923080444,0.0,0,5
NJ,6,6,1,0.012665148824453354,67.35193343122859,44032,65376
OK,6,6,1,0.014054928906261921,54.184074711231254,8819,16276
MS,6,6,1,0.014883715659379959,52.17347248961395,5149,9869
PA,6,6,1,0.011659158393740654,68.06836589639327,41180,60498
NC,6,6,1,0.011878534220159054,65.48120544394037,32332,49376
UT,6,6,1,0.01398386713117361,54.62923818381669,6461,11827
CO,6,6,1,0.011847776360809803,63.92050682158723,24316,38041
NY,6,6,1,0.009429912082850933,76.48172707510152,111879,146282
ID,6,6,1,0.015103892423212528,52.762186115214185,1786,3385
NY,7,7,1,0.010361484251916409,74.61205069659972,109144,146282
MT,7,7,1,0.015276990830898285,46.559356136820924,2314,4970
IN,7,7,1,0.01309105847030878,59.59770114942528,17629,29580
MO,7,7,1,0.013013388030230999,59.74887133182845,16940,28352
NC,7,7,1,0.011794853955507278,65.2705767984446,32228,49376
KS,7,7,1,0.014116346836090088,53.83339965512668,8117,15078
MI,7,7,1,0.012026108801364899,64.97752614746305,30069,46276
ME,7,7,1,0.014731695875525475,51.05678635090399,2005,3927
LA,7,7,1,0.013671701774001122,56.397073363654336,11408,20228
WA,7,7,1,0.012475174851715565,62.241188982526054,23117,37141
OR,8,8,1,0.013725284487009048,55.36507036932087,11723,21174
NE,8,8,1,0.01469710934907198,53.776041666666664,3304,6144
AL,8,8,1,0.013531404547393322,56.60941000746826,12128,21424
LA,8,8,1,0.013948114588856697,55.42811943840221,11212,20228
KY,8,8,1,0.01398172415792942,54.877624405521395,9462,17242
MT,8,8,1,0.015492543578147888,45.11066398390342,2242,4970
MS,8,8,1,0.014943120069801807,52.27479987840713,5159,9869
RI,8,8,1,0.015086005441844463,48.28154724159797,3807,7885
IA,8,8,1,0.2427980899810791,20.0,1,5
WA,8,8,1,0.012811843305826187,62.26003607872701,23124,37141
TX,9,9,1,0.00830887258052826,78.2440847673808,114716,146613
MN,9,9,1,0.012791568413376808,60.93223331514237,18981,31151
MT,9,9,1,0.015345205552875996,46.116700201207244,2292,4970
NY,9,9,1,0.009226275607943535,75.32505708152746,110187,146282
OK,9,9,1,0.014128743670880795,53.43450479233227,8697,16276
ND,9,9,1,0.015642203390598297,49.751948972360026,1404,2822
MD,9,9,1,0.012368426658213139,65.2755458928065,27622,42316
LA,9,9,1,0.013830697163939476,56.71841012457979,11473,20228
RI,9,9,1,0.014988841488957405,49.258084971464804,3884,7885
MI,9,9,1,0.012101833708584309,64.7419828852969,29960,46276
OH,10,10,1,0.011351189576089382,67.931784828703,40272,59283
HI,10,10,1,0.014828912913799286,51.11402359108781,4290,8393
NE,10,10,1,0.014784448780119419,53.287760416666664,3274,6144
