model,epoch,average_loss,accuracy,correct_data,total_data
global,1,1.2018040374918628,0.0,0,444748
global,2,1.2019679962321432,0.0,0,444748
global,3,1.198538251921898,0.0,0,444748
global,4,1.1963194611939654,0.0,0,444748
MA,5,0.20658679080387046,99.93344545675303,444452,444748
global,5,1.191374445336908,0.0,0,444748
global,6,1.1905795584535566,0.0,0,444748
ME,7,1.2900029025799742,0.0,0,444748
global,7,1.184181046354884,0.0,0,444748
global,8,1.1795216731933713,0.0,0,444748
global,9,1.1739054189537206,0.0,0,444748
global,10,1.168373014746907,0.0,0,444748
CA,11,1.3441069530598573,46.06878501983145,204890,444748
MA,11,0.16837166317361238,99.95390648187288,444543,444748
global,11,1.1586155999922851,0.0,0,444748
ME,12,1.2271961661401403,0.0,0,444748
global,12,1.1584977343072307,0.0,0,444748
CA,13,2.3510393527850186,23.80404183942367,105868,444748
global,13,1.1564494822387836,0.0,0,444748
global,14,1.1544658185231953,0.0,0,444748
ME,15,1.167394978592063,0.0,0,444748
CA,15,0.8476965591234796,49.770656641513845,221354,444748
global,15,1.154368218748123,0.0,0,444748
ME,16,1.3862683532238265,0.0,0,444748
MA,16,0.5025978073713216,97.35198359520447,432971,444748
global,16,1.154172229072038,0.0,0,444748
global,17,1.1545384607205533,0.0,0,444748
CA,18,2.1419296323772223,30.2272298020452,134435,444748
ME,18,1.339373859758133,0.0,0,444748
global,18,1.1493051808244312,0.0,0,444748
global,19,1.1473186647566493,0.0,0,444748
CA,20,0.03916674412281994,99.96290033906841,444583,444748
global,20,1.1425855454949585,0.0,0,444748
global,21,1.1362531617680116,0.0,0,444748
ME,22,1.2841400628806123,0.0,0,444748
global,22,1.1282765229239988,0.0,0,444748
global,23,1.1270806262484063,0.0,0,444748
CA,24,1.4045045879087117,43.88642557133478,195184,444748
MA,24,0.14173752710958157,99.93254607103349,444448,444748
global,24,1.1253930579476623,0.0,0,444748
global,25,1.121553382705304,0.0,0,444748
global,26,1.1171024099059492,0.0,0,444748
MA,27,0.17621384248958608,99.96919603910528,444611,444748
global,27,1.1140457021224837,0.0,0,444748
global,28,1.1151401051570122,0.0,0,444748
global,29,1.1146871873033024,0.0,0,444748
ME,30,1.240220054674107,0.0,0,444748
MA,30,0.22668408897042996,99.90758811731587,444337,444748
global,30,1.1073392984301793,0.0,0,444748
CA,31,2.187918976446632,27.43463714283145,122015,444748
global,31,1.1048076074400448,0.0,0,444748
global,32,1.1043280464521803,0.0,0,444748
global,33,1.1031422435345306,0.0,0,444748
CA,34,1.0126537286083608,38.064926655094574,169293,444748
global,34,1.1053561344890865,0.0,0,444748
global,35,1.1046716258190736,0.0,0,444748
global,36,1.0997542525339266,0.0,0,444748
ME,37,1.2179008862561453,0.0,0,444748
global,37,1.0971732305376842,0.0,0,444748
global,38,1.0970563433823624,0.0,0,444748
global,39,1.0927714194581757,0.0,0,444748
ME,40,1.231728280690473,0.0,0,444748
global,40,1.091051138715337,0.0,0,444748
global,41,1.0905963135733028,0.0,0,444748
CA,42,1.4994102424220357,37.94283504366518,168750,444748
global,42,1.0859776724259946,0.0,0,444748
CA,43,1.574262347622745,35.12798258789247,156231,444748
global,43,1.0820414460473442,0.0,0,444748
global,44,1.0781977361285358,0.0,0,444748
CA,45,1.7948977591575708,34.60723825627097,153915,444748
global,45,1.076262587748841,0.0,0,444748
MA,46,0.17949365566270192,99.89409733152257,444277,444748
global,46,1.0744197800082325,0.0,0,444748
CA,47,2.8387674125303786,20.551863077518053,91404,444748
ME,47,1.2485702521740183,0.0,0,444748
global,47,1.069490105136451,0.0,0,444748
global,48,1.068460196791373,0.0,0,444748
CA,49,2.5262540526341595,27.66420534774749,123036,444748
global,49,1.0619404598406754,0.0,0,444748
ME,50,1.1883789794084065,0.0,0,444748
global,50,1.0617837015614895,0.0,0,444748
global,51,1.0585108020819902,0.0,0,444748
global,52,1.0554120872556947,0.0,0,444748
CA,53,3.549727350071079,15.021765134413195,66809,444748
global,53,1.0486620076379496,0.0,0,444748
global,54,1.048368703788339,0.0,0,444748
global,55,1.0483386332595237,0.0,0,444748
ME,56,1.1964311224218485,0.0,0,444748
global,56,1.046700826731167,0.0,0,444748
ME,57,1.2277480083757013,0.0,0,444748
MA,57,0.1629309808569343,99.89522156367201,444282,444748
global,57,1.046642489329054,0.0,0,444748
global,58,1.0429126124966792,0.0,0,444748
global,59,1.0420733450306332,0.0,0,444748
global,60,1.0406626760863131,0.0,0,444748
CA,61,0.4208858640817267,80.7133477834639,358971,444748
MA,61,0.2389610566050266,99.89634579582145,444287,444748
global,61,1.0357085448018934,0.0,0,444748
global,62,1.0330437580695553,0.0,0,444748
global,63,1.031149671970632,0.0,0,444748
CA,64,3.0615722747932876,20.278674665203667,90189,444748
global,64,1.0307395222629583,0.0,0,444748
global,65,1.029608433146656,0.0,0,444748
global,66,1.029862183597345,0.0,0,444748
MA,67,0.42533344882526125,98.75862286058621,439227,444748
ME,67,1.1958304684718501,0.0,0,444748
CA,67,2.008722152372083,30.532121560973856,135791,444748
global,67,1.0262227018797334,0.0,0,444748
CA,68,2.703207894554358,18.744997166934986,83368,444748
global,68,1.0231738528840084,0.0,0,444748
global,69,1.02029705935992,0.0,0,444748
ME,70,1.217691515915466,0.0,0,444748
global,70,1.018502519035221,0.00022484642988838624,1,444748
global,71,1.0220935562990077,0.00022484642988838624,1,444748
global,72,1.0197682859930592,0.00022484642988838624,1,444748
global,73,1.0170872137895997,0.00044969285977677247,2,444748
global,74,1.0159893897740195,0.0006745392896651588,3,444748
global,75,1.0131331997670987,0.0008993857195535449,4,444748
global,76,1.0111924604912101,0.0008993857195535449,4,444748
global,77,1.0070987309550334,0.0008993857195535449,4,444748
global,78,1.0073377247586,0.0008993857195535449,4,444748
global,79,1.0074515635713936,0.0008993857195535449,4,444748
global,80,1.0081051535710683,0.0008993857195535449,4,444748
global,81,1.0073028271474642,0.0008993857195535449,4,444748
global,82,1.0051856908551504,0.001124232149441931,5,444748
global,83,1.002032895452009,0.0013490785793303175,6,444748
global,84,1.0023918194143797,0.0013490785793303175,6,444748
global,85,1.0025027365428405,0.0013490785793303175,6,444748
global,86,1.0000150395016836,0.0017987714391070899,8,444748
global,87,0.9989557516169908,0.002923003588549021,13,444748
global,88,0.997837882598426,0.0035975428782141798,16,444748
global,89,0.9964654647935005,0.004496928597767724,20,444748
global,90,0.9958684095479758,0.004496928597767724,20,444748
global,91,0.9954177677586884,0.004496928597767724,20,444748
global,92,0.990214327019517,0.008993857195535448,40,444748
global,93,0.9891329258276946,0.011017475064530925,49,444748
global,94,0.9913957303140749,0.009668396485200608,43,444748
global,95,0.9797591707353274,0.02495795371761087,111,444748
global,96,0.9790186027830721,0.02743126444638312,122,444748
global,97,0.9791652885867871,0.02743126444638312,122,444748
global,98,0.9767192191484769,0.04092205023968629,182,444748
global,99,0.9764614642761079,0.04339536096845854,193,444748
global,100,0.9764651325677594,0.04362020739834693,194,444748
