GA,IA,FL,AK,AL,MI,IL,ME,CA,MA
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3691989195218107
0.8972333322726253,0.16318749066592578,0.8972333322726253,0.8789031421635246,0.7795318511998437,0.9175817652861601,0.9175817652861601,0.8789031421635246,0.8609697973213476,0.6089187930214303
