local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
GA,1,1,1,0.008667457848787308,71.0762180739942,42188,59356
IA,1,1,1,0.07318384200334549,81.81818181818183,9,11
FL,1,1,1,0.006905315909534693,80.17007222668066,103894,129592
AK,1,1,1,0.011606191284954548,52.43785850860421,2194,4184
AL,1,1,1,0.010125218890607357,60.73212076785632,13256,21827
MI,1,1,1,0.009170807898044586,67.47277522545517,31723,47016
IL,1,1,1,0.00855326559394598,72.10370451616441,52591,72938
ME,1,1,1,0.010933774523437023,59.1605931138477,2354,3979
CA,1,1,1,0.004737404640763998,86.88251611518683,218619,251626
MA,1,1,1,0.009904125705361366,66.17423419509015,27414,41427
