model,epoch,average_loss,accuracy,correct_data,total_data
global,1,2.2666410985638414,15.471026582137693,1391,8991
global,2,2.149880349099099,31.865198531865197,2865,8991
global,3,2.043897552201724,51.062173284395506,4591,8991
global,4,2.025259798406534,53.72038705372039,4830,8991
4,5,1.5259047788158167,52.29674118563007,4702,8991
global,5,2.001572746520392,56.72339005672339,5100,8991
4,6,1.4992618478056507,54.209765320876436,4874,8991
global,6,1.976538753074635,59.55955955955956,5355,8991
global,7,1.9642868788724162,60.28250472694917,5420,8991
global,8,1.8781414182601655,66.21065509954398,5953,8991
global,9,1.8583650186984402,66.19953286619953,5952,8991
global,10,1.8411774014275777,66.81125570014459,6007,8991
global,11,1.8317807248166136,66.88911133355577,6014,8991
2,12,1.4611381549430018,62.39572906239573,5610,8991
4,12,1.3985253194987795,60.3492381270159,5426,8991
global,12,1.7654637347444015,69.5139584028473,6250,8991
global,13,1.7534882336831732,69.42498053609165,6242,8991
2,14,1.3983376139913515,67.16716716716716,6039,8991
global,14,1.7432105983275485,70.27027027027027,6318,8991
4,15,1.362420970215414,61.5281948615282,5532,8991
1,15,1.3935832304811864,67.33400066733401,6054,8991
global,15,1.7305529270590034,70.47047047047047,6336,8991
global,16,1.7226399966997161,70.67067067067066,6354,8991
global,17,1.6909644103874926,70.41485930374819,6331,8991
global,18,1.6442141358412992,70.79301523745968,6365,8991
3,19,1.3104131293633585,73.69591814036258,6626,8991
global,19,1.6252351187450471,70.77077077077078,6363,8991
global,20,1.6101766855084794,70.7151596040485,6358,8991
global,21,1.5533771962507483,71.10443777110443,6393,8991
global,22,1.5324749382832812,70.81525970414859,6367,8991
global,23,1.47909034938598,71.56044933822712,6434,8991
global,24,1.4736222924890223,72.20553887220554,6492,8991
3,25,1.1983737833122565,76.18729840952064,6850,8991
global,25,1.462951844717846,72.7171616060505,6538,8991
4,26,1.1804439352479106,71.56044933822712,6434,8991
3,26,1.2144515226659223,72.66155043932821,6533,8991
global,26,1.4517299816295788,72.52808363919475,6521,8991
2,27,1.2081340046881464,74.16305194082972,6668,8991
global,27,1.4387508303659562,72.90623957290624,6555,8991
global,28,1.424987676291879,73.0397063730397,6567,8991
global,29,1.397115683001388,73.17317317317318,6579,8991
global,30,1.3563874539246006,73.65142920698476,6622,8991
4,31,1.1193176284805313,73.58469580691803,6616,8991
global,31,1.3363398582807253,74.36325214102992,6686,8991
global,32,1.3335469563802083,74.21866310755199,6673,8991
global,33,1.30296905673713,73.6403069736403,6621,8991
global,34,1.2995932427042385,73.75152930708487,6631,8991
1,35,1.0994064302203679,78.20042264486709,7031,8991
global,35,1.2857862860113531,73.97397397397397,6651,8991
4,36,1.0836613234735386,73.6180625069514,6619,8991
global,36,1.2761048698913215,74.3187632076521,6682,8991
5,37,1.0937125166005306,75.73128684239795,6809,8991
global,37,1.2663838506712821,74.74140807474141,6720,8991
global,38,1.263299537041789,74.77477477477478,6723,8991
3,39,1.072883684024465,77.73328884439995,6989,8991
5,39,1.08502687860047,76.58769880992104,6886,8991
global,39,1.2398669535929974,75.10844177510843,6753,8991
global,40,1.2289159628615975,74.86375264153043,6731,8991
global,41,1.221036966379221,74.86375264153043,6731,8991
global,42,1.2004591626063454,74.97497497497497,6741,8991
global,43,1.1968602636687522,74.73028584139695,6719,8991
1,44,1.0312103595633937,78.70092314536758,7076,8991
global,44,1.1840649213293426,75.21966410855299,6763,8991
1,45,1.022948418558804,78.89000111222333,7093,8991
5,45,1.0285916452001589,77.22166611055499,6943,8991
global,45,1.170616581394627,75.05283060838617,6748,8991
2,46,1.0167904466559659,78.85663441218996,7090,8991
global,46,1.1651775855241635,75.23078634189744,6764,8991
global,47,1.1636431153816849,75.06395284173063,6749,8991
global,48,1.1570784151189493,74.95273050828605,6739,8991
global,49,1.154772741830915,74.86375264153043,6731,8991
global,50,1.141887775956159,75.09731954176398,6752,8991
