AR,IA,FL,MA,IN,MN,CA,AZ,KY,GA
0.0,1.0,0.5073443339127027,0.0,0.0,0.011495342949806864,0.9317852429014171,1.0,0.0,0.0
0.8271293010990787,0.30160067547790886,0.649518024041944,0.782509934409593,0.9140316629051327,0.7344365234620776,0.576560568266272,0.3502968891545393,0.8847097040272696,0.9140316629051327
