model,epoch,average_loss,accuracy,correct_data,total_data
global,1,2.2962160251546577,7.6854632410187955,691,8991
global,2,2.264357670251632,13.424535646757867,1207,8991
50,3,0.387116097645531,88.43287732176621,7951,8991
global,3,2.141537462348416,48.403959515070625,4352,8991
global,4,2.235147096253969,39.12801690579468,3518,8991
60,5,0.3132421139044725,91.02435769102436,8184,8991
global,5,2.0848381374267064,44.28873317762206,3982,8991
global,6,2.2060713812024373,45.40095651206762,4082,8991
10,7,0.2871342374092877,91.18006895784674,8198,8991
global,7,2.0955522749583353,62.72939606272939,5640,8991
global,8,2.0439460617776524,69.09131353575798,6212,8991
global,9,1.8783379636316275,64.45334223112002,5795,8991
global,10,1.7021011366964567,66.56656656656656,5985,8991
global,11,1.508221631903442,74.69691914136358,6716,8991
global,12,1.3296400623238798,74.3187632076521,6682,8991
10,13,0.23820012939770485,93.07084862640419,8368,8991
70,13,0.24597639112607242,93.07084862640419,8368,8991
global,13,1.0140394398134842,76.83238794349906,6908,8991
global,14,0.8671841834069041,75.59782004226449,6797,8991
1,15,0.2085388315597719,93.4934934934935,8406,8991
20,15,0.1888634072648393,94.68357246135024,8513,8991
global,15,0.69443699897509,80.54721388054722,7242,8991
60,16,0.1886253983408839,94.52786119452786,8499,8991
90,16,0.28618344718603017,91.38026915804693,8216,8991
global,16,0.5587930905250139,82.50472694917138,7418,8991
10,17,0.1938463180458409,94.24980536091647,8474,8991
90,17,0.25153798818879947,92.45912579245913,8313,8991
global,17,0.49082469812901686,83.57246135023912,7514,8991
global,18,0.5381728940142128,78.5452118785452,7062,8991
50,19,0.16968745343240452,95.02836169502837,8544,8991
global,19,0.5050872233775524,80.5249694138583,7240,8991
global,20,0.49850670321607415,80.88088088088088,7272,8991
20,21,0.14427579932901755,95.65120676231787,8600,8991
global,21,0.4681845260745704,82.57146034923812,7424,8991
60,22,0.17760416315442767,94.98387276165053,8540,8991
global,22,0.4033163082558538,85.46324101879658,7684,8991
global,23,0.47667874102995006,82.54921588254922,7422,8991
30,24,0.13320105129500914,96.09609609609609,8640,8991
50,24,0.15243186348471835,95.27305082860639,8566,8991
global,24,0.3975672547908185,85.34089645200757,7673,8991
20,25,0.14278081830451334,95.62896229562897,8598,8991
global,25,0.4057147770990799,85.4076298520743,7679,8991
30,26,0.12816208740877583,96.12946279612946,8643,8991
global,26,0.4757076805869115,83.77266155043934,7532,8991
30,27,0.12594526302110445,96.14058502947391,8644,8991
global,27,0.49044939265369425,83.3055277499722,7490,8991
80,28,0.13416689352574993,96.04048492937382,8635,8991
global,28,0.5113478915045145,83.63919475030586,7520,8991
90,29,0.16570143117057165,94.88377266155044,8531,8991
30,29,0.13315270338284135,95.97375152930708,8629,8991
50,29,0.1362714670998755,95.94038482927371,8626,8991
global,29,0.3584107206576049,87.0092314536759,7823,8991
50,30,0.12774086599155868,96.18507396285175,8648,8991
10,30,0.14187229282929442,95.4176398620843,8579,8991
40,30,0.124213170911112,96.08497386275164,8639,8991
30,30,0.12251432531204283,96.29629629629629,8658,8991
global,30,0.3266246118079885,88.58858858858859,7965,8991
global,31,0.3862986207180725,86.51985318651985,7779,8991
70,32,0.1302164742631332,96.01824046268491,8633,8991
90,32,0.14216993892833238,95.7735513291069,8611,8991
20,32,0.1158287096522088,96.49649649649649,8676,8991
global,32,0.36058185363343553,87.83227672116561,7897,8991
70,33,0.12316564876661193,96.22956289622955,8652,8991
global,33,0.3987725469695091,86.43087531976421,7771,8991
50,34,0.13205891055401037,96.10721832944054,8641,8991
60,34,0.1634731218740866,95.40651762873985,8578,8991
global,34,0.384225282821808,87.04259815370926,7826,8991
50,35,0.12274696635743851,96.37415192970748,8665,8991
1,35,0.12841092321050934,95.75130686241798,8609,8991
global,35,0.3467211476715159,88.58858858858859,7965,8991
70,36,0.1307174661389952,96.00711822934045,8632,8991
global,36,0.4053124668680114,86.34189745300857,7763,8991
30,37,0.11008781429035037,96.75230786341898,8699,8991
global,37,0.4428413234872344,85.28528528528528,7668,8991
global,38,0.4164385080151902,85.94149705260816,7727,8991
40,39,0.11693212022347546,96.37415192970748,8665,8991
global,39,0.4171920259170439,86.11945278611945,7743,8991
90,40,0.23768301155513868,93.42676009342676,8400,8991
global,40,0.4197438080628236,85.96374151929707,7729,8991
20,41,0.10322814267623837,96.67445223000779,8692,8991
global,41,0.3871651894920807,86.58658658658659,7785,8991
10,42,0.12039041257305017,96.1739517295073,8647,8991
global,42,0.3730492997575212,86.83127572016461,7807,8991
90,43,0.133159714046886,95.96262929596263,8628,8991
global,43,0.3267625716541092,87.96574352129907,7909,8991
1,44,0.11617770615706997,96.12946279612946,8643,8991
global,44,0.30660036341815994,88.52185518852185,7959,8991
1,45,0.10957105998241945,96.46312979646314,8673,8991
60,45,0.12930333438008185,95.95150706261816,8627,8991
global,45,0.28956631873767963,89.14470025581137,8015,8991
10,46,0.11411061407315587,96.58547436325215,8684,8991
40,46,0.10768180755444037,96.54098542987431,8680,8991
global,46,0.25161814647208275,90.47936825714604,8135,8991
90,47,0.1177002735251169,96.35190746301858,8663,8991
global,47,0.2902406127258477,89.1335780224669,8014,8991
global,48,0.3168922254233349,88.33277722166612,7942,8991
10,49,0.10256717335579857,96.75230786341898,8699,8991
global,49,0.25911488732961746,89.98998998999,8091,8991
global,50,0.306594904770298,88.45512178845513,7953,8991
