model,epoch,average_loss,accuracy,correct_data,total_data
global,1,2.2844889584272856,12.189967745523301,1096,8991
global,2,2.248114397390283,35.524413302191086,3194,8991
50,3,0.32426785218836324,89.94550105661216,8087,8991
global,3,2.153201812075476,55.85585585585585,5022,8991
global,4,2.270617777268914,33.867200533867205,3045,8991
60,5,0.29724267210317074,91.3135357579802,8210,8991
global,5,2.2221153818477766,43.39895451006562,3902,8991
global,6,2.124192076733852,50.161272383494605,4510,8991
10,7,0.24273589434075868,92.52585919252586,8319,8991
global,7,2.211396528873437,48.67089311533756,4376,8991
global,8,2.146036777914253,56.423089756423096,5073,8991
global,9,1.960412223696271,64.7313980647314,5820,8991
global,10,1.7978466323718467,73.12868423979535,6575,8991
global,11,1.7152527138887477,68.37949060171282,6148,8991
global,12,1.5726016111122516,65.82137693248804,5918,8991
10,13,0.19603464449887917,93.86052719386053,8439,8991
70,13,0.2056561698108504,93.96062729396063,8448,8991
global,13,1.343379379949611,70.68179290401513,6355,8991
global,14,1.1682237924875558,68.70203536870203,6177,8991
1,15,0.17496217540819034,94.57235012790568,8503,8991
20,15,0.22188307262875057,94.04960516071628,8456,8991
global,15,0.9212255366531896,75.9203648092537,6826,8991
60,16,0.16978298746668422,94.87265042820599,8530,8991
90,16,0.21188983651000923,93.94950506061616,8447,8991
global,16,0.7603041840108745,76.73228784339895,6899,8991
10,17,0.16360456203541943,95.12846179512846,8553,8991
90,17,0.21387523491593943,94.5167389611834,8498,8991
global,17,0.6205600016825908,79.87987987987988,7182,8991
global,18,0.6636213477203332,73.17317317317318,6579,8991
50,19,0.16020594476102232,95.13958402847291,8554,8991
global,19,0.6649385935312754,74.38549660771882,6688,8991
global,20,0.759254994401411,73.41786230675119,6601,8991
20,21,0.18576262077040487,94.7947947947948,8523,8991
global,21,0.7613689022511824,72.80613947280614,6546,8991
60,22,0.1562824407046529,95.33978422867312,8572,8991
global,22,0.7133837337025067,75.25303080858636,6766,8991
global,23,0.8186389877273513,74.67467467467468,6714,8991
30,24,0.16701361260866512,94.8948948948949,8532,8991
50,24,0.15059442968817205,95.29529529529529,8568,8991
global,24,0.6614795204742163,77.81114447781114,6996,8991
20,25,0.1674911295952647,95.31753976198421,8570,8991
global,25,0.6510149022652753,78.99010121232344,7102,8991
30,26,0.15496764486934647,95.26192859526192,8565,8991
global,26,0.6592890337754271,79.9243688132577,7186,8991
30,27,0.15938226790306712,95.10621732843954,8551,8991
global,27,0.5885019218572957,81.14781448114782,7296,8991
80,28,0.13684776572865065,96.16282949616283,8646,8991
global,28,0.6292893302916632,81.39250361472584,7318,8991
90,29,0.15605785664800356,95.43988432877322,8581,8991
30,29,0.1473476555811233,95.56222889556223,8592,8991
50,29,0.1304383060582394,96.05160716271828,8636,8991
global,29,0.5905134306907548,81.81514848181514,7356,8991
50,30,0.12752956130085366,96.22956289622955,8652,8991
10,30,0.1317380427014853,95.84028472917362,8617,8991
40,30,0.13252366436375035,95.72906239572906,8607,8991
30,30,0.14793764333374415,95.53998442887331,8590,8991
global,30,0.41187639616180377,87.07596485374263,7829,8991
global,31,0.44503258200352586,85.38538538538538,7677,8991
70,32,0.11579831228855123,96.32966299632967,8661,8991
90,32,0.13999410539935103,96.00711822934045,8632,8991
20,32,0.13823747483075174,96.06272939606274,8637,8991
global,32,0.44290571846005755,85.58558558558559,7695,8991
70,33,0.12213515572414795,96.27405182960739,8656,8991
global,33,0.44513941771089666,85.17406295184074,7658,8991
50,34,0.12422763279051553,96.22956289622955,8652,8991
60,34,0.12007659925938236,96.27405182960739,8656,8991
global,34,0.4467838080729384,85.14069625180737,7655,8991
50,35,0.12617554566232,96.1961961961962,8649,8991
1,35,0.11827089601967945,96.09609609609609,8640,8991
global,35,0.3285387308283863,88.95562228895562,7998,8991
70,36,0.11343835779350653,96.57435212990768,8683,8991
global,36,0.3595233401365453,87.66544322099877,7882,8991
30,37,0.13081396939014384,95.96262929596263,8628,8991
global,37,0.31481148268248105,89.06684462240018,8008,8991
global,38,0.4246428534446549,85.88588588588588,7722,8991
40,39,0.10431963538131782,96.64108552997442,8689,8991
global,39,0.3491571248406338,87.7099321543766,7886,8991
90,40,0.11800179486080611,96.68557446335224,8693,8991
global,40,0.34616463330998304,87.76554332109887,7891,8991
20,41,0.12245991809152547,96.38527416305193,8666,8991
global,41,0.39819014238152406,86.54209765320876,7781,8991
10,42,0.10348528306697158,96.67445223000779,8692,8991
global,42,0.3929652878153829,86.74229785340897,7799,8991
90,43,0.12621462639467215,96.31854076298521,8660,8991
global,43,0.4208555105941445,86.07496385274163,7739,8991
1,44,0.10289395536335327,96.56322989656323,8682,8991
global,44,0.4390886707918992,85.95261928595261,7728,8991
1,45,0.10147892046579329,96.70781893004116,8695,8991
60,45,0.11584656948030837,96.50761872984094,8677,8991
global,45,0.429751633510562,86.24179735290846,7754,8991
10,46,0.09756349330616135,96.7967967967968,8703,8991
40,46,0.09145525801554363,97.07485263040819,8728,8991
global,46,0.2974505802638644,89.5339784228673,8050,8991
90,47,0.1136880647223275,96.60771882994105,8686,8991
global,47,0.3513868230294232,88.07696585474363,7919,8991
global,48,0.39287349907551866,87.39850962073184,7858,8991
10,49,0.09367342268236618,96.86353019686354,8709,8991
global,49,0.45655047992964687,87.10933155377599,7832,8991
global,50,0.43878255650432607,87.28728728728728,7848,8991
