NH,DE,SC,GA,UT,IL,ID,MN,CT,RI
1.0,0.0,0.46759795675776844,0.16362248207237529,0.0,1.0,1.0,0.06149403319183527,0.8642589996716032,0.0
0.501529490057667,0.8536436499777348,0.7548022575434026,0.7922924783595504,0.8536436499777348,0.6238732208901405,0.5868249232656245,0.8045511960118074,0.7058669950676086,0.8384578445093668
AR,OK,IL,HI,RI,KY,ME,WV,ID,DC
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7706534192865737,0.9504602748557056,0.16642979811515338,0.9085669128978215,0.8048471553945323,0.9504602748557056,0.9345074248521085,0.8903974165578488,0.9345074248521085,0.9085669128978215
WY,SD,IA,OK,MO,HI,NJ,PA,CT,NY
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.003492334857879642,1.0
0.9219801681546362,0.9219801681546362,0.33419805193122226,0.8634465295437016,0.8634465295437016,0.7760316146775117,0.09081152729765483,0.8240387793975581,0.6559978758792632,0.2831210604608467
WV,RI,PA,AR,KY,HI,MI,SD,ID,IL
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24180495168140514,1.0,0.0
0.897433273320768,0.897433273320768,0.5097043030289226,0.8666775279451393,0.8666775279451393,0.8714692828382438,0.8324543465474552,0.7863254791499028,0.5583855510640628,0.8189508604685409
