model,epoch,average_loss,accuracy,correct_data,total_data
1,1,0.5711282686189607,86.51985318651985,7779,8991
2,1,0.5813253490960103,85.66344121899677,7702,8991
3,1,0.5916915117547424,85.59670781893004,7696,8991
4,1,0.5573958917820816,85.99710821933044,7732,8991
5,1,0.5950079883859283,86.28628628628628,7758,8991
global,1,2.2709804285011463,14.992770548326103,1348,8991
1,2,0.5769726256085322,86.45311978645312,7773,8991
2,2,0.5852640315537299,85.2074296518741,7661,8991
3,2,0.5887677484698376,85.81915248581915,7716,8991
4,2,0.5440988032574675,87.02035368702036,7824,8991
5,2,0.5925029930290397,86.48648648648648,7776,8991
global,2,2.2392160829109815,18.3739294850406,1652,8991
1,3,0.5636015891922739,86.56434211989767,7783,8991
2,3,0.5823876295322015,85.09620731842953,7651,8991
3,3,0.5853517275871656,85.4076298520743,7679,8991
4,3,0.5510630803303914,86.36414191969747,7765,8991
5,3,0.5974208503819032,86.3085307529752,7760,8991
global,3,2.2192485640887196,20.631742853965076,1855,8991
1,4,0.5727352661652131,86.85352018685352,7809,8991
2,4,0.584312374474355,85.06284061839618,7648,8991
3,4,0.5804485464875683,85.9081303525748,7724,8991
4,4,0.5548929974574319,86.31965298631965,7761,8991
5,4,0.5922563587010947,86.66444221999777,7792,8991
global,4,2.178016140733833,26.96029362696029,2424,8991
1,5,0.5639098530920922,86.96474252029807,7819,8991
2,5,0.5880997381675974,84.79590701812924,7624,8991
3,5,0.5720551223169377,86.05271938605273,7737,8991
4,5,0.548434174454606,86.28628628628628,7758,8991
5,5,0.5875201050795804,86.7089311533756,7796,8991
global,5,2.1270481067615465,35.524413302191086,3194,8991
1,6,0.577916747271292,86.54209765320876,7781,8991
2,6,0.585588081622068,85.7079301523746,7706,8991
3,6,0.562169658820842,86.9091313535758,7814,8991
4,6,0.5529155845756646,86.59770881993104,7786,8991
5,6,0.5872982440091866,86.63107551996441,7789,8991
global,6,2.1089718674091302,38.62751640529418,3473,8991
1,7,0.5673169508458722,87.08708708708708,7830,8991
2,7,0.5830813683573575,85.28528528528528,7668,8991
3,7,0.5672822202780716,86.69780892003114,7795,8991
4,7,0.5590604165414194,85.18518518518519,7659,8991
5,7,0.5880104977566678,86.77566455344234,7802,8991
global,7,2.088469792865511,41.71949727505283,3751,8991
1,8,0.5732224587139358,86.09720831943054,7741,8991
2,8,0.5857403714563223,85.5299744188633,7690,8991
3,8,0.5762230047141733,85.61895228561896,7698,8991
4,8,0.542739745547278,86.64219775330886,7790,8991
5,8,0.5904960825371406,87.02035368702036,7824,8991
global,8,2.07182592375633,44.3554665776888,3988,8991
