local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
AR,1,1,1,0.010553293861448765,57.061278278058424,7794,13659
IA,1,1,1,0.0865672305226326,45.45454545454545,5,11
FL,1,1,1,0.007180104497820139,78.68078276436817,101964,129592
MA,1,1,1,0.009270637296140194,66.52907524078499,27561,41427
IN,1,1,1,0.009641673415899277,64.38757830201253,19324,30012
MN,1,1,1,0.009886196814477444,63.25245943124664,19996,31613
CA,1,1,1,0.004968774970620871,86.65837393592078,218055,251626
AZ,1,1,1,0.010119636543095112,65.81204528021199,28313,43021
KY,1,1,1,0.010324702598154545,59.09532240561997,10347,17509
GA,1,1,1,0.0085953613743186,71.22447604286003,42276,59356
IN,2,2,1,0.009771065786480904,63.194722111155535,18966,30012
MN,2,2,1,0.009885546751320362,63.25245943124664,19996,31613
0.,2,2,1,0.029421789571642876,0.0,0,26
KY,2,2,1,0.010343327187001705,59.05534296647439,10340,17509
ID,2,2,1,0.010722349397838116,60.127684271619266,2072,3446
AZ,2,2,1,0.009358946233987808,67.6855489179703,29119,43021
MD,2,2,1,0.009524754248559475,67.40961903439337,29125,43206
CA,2,2,1,0.004901734180748463,87.05419948653955,219051,251626
MA,2,2,1,0.009604659862816334,67.79636468969512,28086,41427
DC,2,2,1,0.010873541235923767,54.971988795518214,2355,4284
