model,epoch,average_loss,accuracy,correct_data,total_data
23,1,1.6759341874969587,51.72950728506284,4651,8991
11,1,1.740294542080329,42.59815370926482,3830,8991
21,1,1.692515057884219,55.110666221777336,4955,8991
global,1,2.2565624520054994,16.02713824936047,1441,8991
11,2,1.704667719409405,51.329106884662444,4615,8991
28,2,1.7649166424114544,37.7711044377711,3396,8991
22,2,1.6891461613048053,49.61628294961628,4461,8991
global,2,2.1470692808218916,33.311088866644425,2995,8991
18,3,1.6407669724167526,48.470692915137356,4358,8991
28,3,1.6870760420726174,42.94294294294294,3861,8991
global,3,2.0487494135099182,50.48381715048381,4539,8991
13,4,1.5239219126692338,56.05605605605606,5040,8991
global,4,2.015957814198476,54.40996552107663,4892,8991
14,5,1.5784264259987526,50.19463908352797,4513,8991
24,5,1.5305602576758888,56.85685685685685,5112,8991
7,5,1.5538576525133532,61.40585029473918,5521,8991
4,5,1.5378631050416194,49.849849849849846,4482,8991
global,5,2.001504832944381,56.47870092314536,5078,8991
26,6,1.5262213295312999,63.2521410299188,5687,8991
29,6,1.545717407606717,59.87098209320432,5383,8991
4,6,1.5331063778113236,50.661772883995106,4555,8991
8,6,1.5140016844508355,65.72127683238794,5909,8991
25,6,1.5615533589653836,55.088421755088426,4953,8991
global,6,1.9903143712085023,56.9458347236125,5120,8991
31,7,1.4996932280791533,61.51707262818375,5531,8991
10,7,1.494741421787456,66.57768879991102,5986,8991
23,7,1.516561900849417,55.766877989100216,5014,8991
7,7,1.5488176805107787,59.40384829273718,5341,8991
global,7,1.9665454970147556,57.66877989100211,5185,8991
9,8,1.5084805039380471,63.10755199644088,5674,8991
12,8,1.5607923839264883,49.238127015904794,4427,8991
global,8,1.8724590441950197,65.32087643198754,5873,8991
28,9,1.5245862733189461,49.816483149816484,4479,8991
33,9,1.3921907683949413,67.94572350127905,6109,8991
13,9,1.420390000002308,62.22889556222889,5595,8991
32,9,1.4470011414443142,58.45845845845846,5256,8991
23,9,1.4644307732754456,55.644533422311206,5003,8991
25,9,1.4792452211733218,58.82549215882549,5289,8991
global,9,1.8490004922932373,66.6332999666333,5991,8991
12,10,1.482913038380856,56.578801023245475,5087,8991
19,10,1.4267767718551343,66.33299966633301,5964,8991
11,10,1.4641008683617156,64.8537426315204,5831,8991
13,10,1.4002499530000105,64.20865309754198,5773,8991
14,10,1.4657396955705435,61.58380602825048,5537,8991
global,10,1.8293502938295283,66.97808920031142,6022,8991
14,11,1.46187157429918,58.99232565899233,5304,8991
6,11,1.3916893158111725,69.12468023579135,6215,8991
global,11,1.7965624069639843,69.48059170281392,6247,8991
17,12,1.4025407858386,66.96696696696696,6021,8991
2,12,1.4497230783504316,62.99632966299633,5664,8991
6,12,1.3798835015299589,66.55544433322211,5984,8991
4,12,1.3839268634004012,64.19753086419753,5772,8991
global,12,1.7740330543895675,69.78089200311423,6274,8991
24,13,1.3935044774117107,62.88510732955177,5654,8991
10,13,1.3524803613054515,76.75453231008787,6901,8991
11,13,1.4061077738640877,70.45934823712602,6335,8991
7,13,1.4151657540651545,66.8557446335224,6011,8991
14,13,1.4307436900095896,60.27138249360472,5419,8991
global,13,1.7553620251992987,70.28139250361473,6319,8991
12,14,1.3998006609175364,66.80013346680013,6006,8991
25,14,1.4128611172920154,59.91547102658213,5387,8991
2,14,1.410286130874391,65.40985429874318,5881,8991
global,14,1.684133105171415,73.3177622066511,6592,8991
4,15,1.3314428701773062,63.418974530085634,5702,8991
1,15,1.3688871862890724,66.6332999666333,5991,8991
20,15,1.3704355825586056,64.68690913135357,5816,8991
27,15,1.3448213401830922,69.92548103659215,6287,8991
global,15,1.6753237875665923,73.25102880658436,6586,8991
25,16,1.3720600046287879,61.55043932821711,5534,8991
8,16,1.3246646088125071,72.87287287287288,6552,8991
12,16,1.3502276228288563,69.92548103659215,6287,8991
26,16,1.3339019527611378,73.5402068735402,6612,8991
global,16,1.6684329516894825,72.5169614058503,6520,8991
33,17,1.293268444089706,68.72427983539094,6179,8991
10,17,1.2938186048122233,76.07607607607608,6840,8991
13,17,1.3168391033720352,64.30875319764209,5782,8991
global,17,1.6525879924520874,72.68379490601713,6535,8991
23,18,1.3542091395934237,58.38060282504727,5249,8991
global,18,1.6432916095824015,72.77277277277278,6543,8991
25,19,1.336739605969495,67.27838950061172,6049,8991
28,19,1.3677483338984058,59.05905905905906,5310,8991
8,19,1.2997627317699916,74.3187632076521,6682,8991
16,19,1.3476467206817277,66.1327994661328,5946,8991
6,19,1.298700999396885,69.38049160271382,6238,8991
3,19,1.315434309176934,73.41786230675119,6601,8991
global,19,1.6326005562515098,73.58469580691803,6616,8991
23,20,1.3210470212101206,61.5281948615282,5532,8991
27,20,1.306363333718104,72.29451673896118,6500,8991
29,20,1.3200922573438783,72.39461683906129,6509,8991
11,20,1.312706484968041,75.00834167500834,6744,8991
global,20,1.6145987024350739,73.99621844066289,6653,8991
33,21,1.2566462298174639,71.54932710488266,6433,8991
12,21,1.315776813071345,70.40373707040374,6330,8991
15,21,1.3247050078609155,68.69091313535758,6176,8991
20,21,1.3236250772901537,69.50283616950284,6249,8991
global,21,1.5660939225629709,75.9426092759426,6828,8991
24,22,1.2552189178347999,72.87287287287288,6552,8991
32,22,1.254546262944531,70.85974863752642,6371,8991
8,22,1.256034799312116,74.85263040818596,6730,8991
27,22,1.2752610521525487,72.97297297297297,6561,8991
global,22,1.511324139487795,77.1215660104549,6934,8991
17,23,1.237213982900408,70.99321543765988,6383,8991
26,23,1.2413916037857247,74.58569680791904,6706,8991
global,23,1.4560866013820624,78.26715604493383,7037,8991
30,24,1.2066515507919215,75.03058614169726,6746,8991
25,24,1.2275916863145426,68.50183516850183,6159,8991
global,24,1.420711282283124,78.17817817817819,7029,8991
6,25,1.167112274729971,73.17317317317318,6579,8991
17,25,1.1686746616170478,74.67467467467468,6714,8991
20,25,1.2149645283813273,69.44722500278056,6244,8991
8,25,1.1673213711385269,75.30864197530865,6771,8991
3,25,1.177099009189175,77.1215660104549,6934,8991
global,25,1.3771229912502563,79.10132354576798,7112,8991
14,26,1.1571342125443858,75.48659770881994,6787,8991
32,26,1.1448883469888889,73.82938494049606,6638,8991
4,26,1.1353837442721584,75.03058614169726,6746,8991
30,26,1.1549635161521927,75.21966410855299,6763,8991
23,26,1.1793359491931439,66.02157713268825,5936,8991
3,26,1.156058988930744,77.41074407741074,6960,8991
global,26,1.3709417527064824,79.70192414636858,7166,8991
2,27,1.1708477585828287,76.04270937604271,6837,8991
25,27,1.163090177325356,71.52708263819375,6431,8991
17,27,1.1438691367589648,74.65243020798576,6712,8991
30,27,1.1516735597495282,74.66355244133021,6713,8991
global,27,1.349336611204982,79.9466132799466,7188,8991
33,28,1.0934941522298938,76.87687687687688,6912,8991
17,28,1.1301745640768808,74.57457457457457,6705,8991
6,28,1.1120095175029359,76.60994327660995,6888,8991
24,28,1.1222430341515017,74.66355244133021,6713,8991
global,28,1.3192632287167267,80.24691358024691,7215,8991
30,29,1.1171223484837376,76.68779891002113,6895,8991
25,29,1.1244610058904663,74.45223000778556,6694,8991
16,29,1.1299774073186142,74.46335224113002,6695,8991
global,29,1.307146566885489,80.29140251362473,7219,8991
21,30,1.108833271408887,77.43298854409966,6962,8991
10,30,1.0798392590181327,80.25803581359136,7216,8991
8,30,1.0930649073552718,78.64531197864531,7071,8991
30,30,1.1101664875256658,76.28739850962073,6859,8991
global,30,1.2653355416539858,80.89200311422535,7273,8991
9,31,1.06921723426986,78.89000111222333,7093,8991
4,31,1.0764054718543685,75.38649760871982,6778,8991
11,31,1.0799767026751688,79.63519074630186,7160,8991
24,31,1.0755629481681659,76.50984317650983,6879,8991
23,31,1.1109407268155471,69.06906906906907,6210,8991
25,31,1.0964605254838442,74.42998554109666,6692,8991
global,31,1.2610869668055371,80.81414748081414,7266,8991
15,32,1.102985572157308,74.96385274163052,6740,8991
20,32,1.0971223315464989,76.05383160938717,6838,8991
global,32,1.2473068356102956,80.86975864753643,7271,8991
21,33,1.07486333498076,77.23278834389944,6944,8991
14,33,1.08516027250938,76.16505394283172,6848,8991
28,33,1.1091555740819758,71.98309420531642,6472,8991
22,33,1.0646481310853224,79.73529084640197,7169,8991
global,33,1.2135373916261096,80.96985874763652,7280,8991
26,34,1.0429948834977285,79.42386831275721,7141,8991
global,34,1.2089305250176121,81.05883661439218,7288,8991
33,35,1.0212451233480389,77.28839951062173,6949,8991
25,35,1.057492333913775,74.99721944166389,6743,8991
15,35,1.0669882422943506,75.84250917584251,6819,8991
1,35,1.0571034893603999,77.77777777777779,6993,8991
global,35,1.2017866632535585,80.88088088088088,7272,8991
4,36,1.0447760827946273,75.33088644199756,6773,8991
32,36,1.0300555381397294,77.39962184406629,6959,8991
global,36,1.1772647832633523,81.09220331442553,7291,8991
27,37,1.0187177224255235,79.70192414636858,7166,8991
30,37,1.0242167449397912,78.04471137804471,7017,8991
33,37,0.9948158192032636,77.91124457791125,7005,8991
5,37,1.036604974522048,78.21154487821154,7032,8991
18,37,1.0317663227327805,77.86675564453343,7001,8991
global,37,1.174742004017771,81.03659214770326,7286,8991
29,38,1.0221764521343717,79.20142364586809,7121,8991
19,38,1.068315798522182,71.04882660438217,6388,8991
17,38,1.0105977763245015,78.9456122789456,7098,8991
global,38,1.1710177627239327,81.28128128128128,7308,8991
3,39,1.0138685340783764,80.65843621399176,7252,8991
32,39,1.011308697409975,77.53308864419975,6971,8991
5,39,1.0328888925478756,78.17817817817819,7029,8991
14,39,1.0272724897070464,77.64431097764431,6981,8991
13,39,1.0030352075165443,77.0214659103548,6925,8991
global,39,1.1615164303538292,81.25903681459236,7306,8991
12,40,1.0157948861913944,79.74641307974642,7170,8991
23,40,1.0446952846978108,71.5382048715382,6432,8991
11,40,1.0059470014515925,81.29240351462573,7309,8991
global,40,1.1518768257087655,81.43699254810366,7322,8991
28,41,1.0323550224622409,75.04170837504171,6747,8991
20,41,1.0267811540687009,76.77677677677679,6903,8991
18,41,1.0136756099327138,78.14481147814482,7026,8991
29,41,1.003549802158794,80.96985874763652,7280,8991
global,41,1.1465339821870753,81.01434768101434,7284,8991
10,42,0.9748872148753299,82.71604938271605,7437,8991
26,42,0.9960518388193423,80.51384718051384,7239,8991
29,42,1.0013047206548997,80.01334668001334,7194,8991
global,42,1.131180772260569,80.89200311422535,7273,8991
26,43,0.9847663172544833,80.28028028028028,7218,8991
18,43,1.0052741552112552,77.22166611055499,6943,8991
global,43,1.1289306532858,80.60282504726949,7247,8991
31,44,0.9703246740223025,81.48148148148148,7326,8991
1,44,0.9863068363502391,81.74841508174842,7350,8991
9,44,0.9762480354669719,79.5017239461684,7148,8991
6,44,0.970708857440747,80.02446891335781,7195,8991
19,44,0.9725756873783235,80.62506951395841,7249,8991
15,44,1.0104980065684446,76.5209654098543,6880,8991
global,44,1.1022321730537232,81.5259704148593,7330,8991
1,45,0.967115315032236,81.98198198198197,7371,8991
29,45,0.9702013792390752,80.41374708041374,7230,8991
5,45,0.9757920686189119,79.9021243465688,7184,8991
global,45,1.095647422188899,80.75853631409187,7261,8991
14,46,0.9743454947698078,78.23378934490044,7034,8991
7,46,0.9686267302492652,80.70292514736958,7256,8991
10,46,0.9430431301900588,82.40462684907129,7409,8991
2,46,0.9762406309405923,80.09120231342453,7201,8991
global,46,1.0805652216615487,80.50272494716938,7238,8991
25,47,0.9596717511171653,77.65543321098876,6982,8991
26,47,0.9456168115238448,81.225670114559,7303,8991
16,47,0.9709939389191166,77.53308864419975,6971,8991
7,47,0.9543486769002346,80.65843621399176,7252,8991
global,47,1.0796042845281262,80.34701368034702,7224,8991
27,48,0.9474397667150929,80.42486931375821,7231,8991
19,48,0.936217439889298,81.00322544766989,7283,8991
17,48,0.9463712157456393,79.33489044600157,7133,8991
global,48,1.0715285954492904,80.28028028028028,7218,8991
10,49,0.9223530001083984,82.62707151596041,7429,8991
13,49,0.9330925808349583,78.00022244466689,7013,8991
21,49,0.9453784033395918,80.68068068068068,7254,8991
