model,epoch,average_loss,accuracy,correct_data,total_data
global,1,0.3990573890278913,99.76313347898773,233333,233887
global,2,0.4694890447390879,98.16962892336898,229606,233887
global,3,0.5054338964307711,96.73218263520418,226244,233887
global,4,0.5692908153488797,94.85649052747695,221857,233887
global,5,0.6687347274553882,88.85829481758284,207828,233887
global,6,0.780299009038641,56.59485135984471,132368,233887
global,7,0.8661131807061817,37.518117723516056,87750,233887
global,8,1.0461629404301764,14.989717256623925,35059,233887
global,9,1.1413934853234866,11.278095832602924,26378,233887
global,10,1.229985445532817,9.487059990508238,22189,233887
