23,72,61,11,71,42,45,37,21,35
1.0,1.0,1.0,1.0,1.0,0.6359832116094086,1.0,1.0,0.6359832116094086,1.0
0.20237772759333122,0.29105193302195614,0.17658983346944263,0.24315537062814538,0.29105193302195614,0.5603454824975158,0.2778319210990027,0.3698112927521893,0.5603454824975158,0.3698112927521893
11,59,62,28,65,22,78,58,41,81
1.0,0.0,1.0,0.5346685160267953,1.0,0.5346685160267953,0.0,1.0,0.9440636118586501,0.9440636118586501
0.41315817138085326,0.7345326353412238,0.24833586267989327,0.5424137068237705,0.19211620976641688,0.5424137068237705,0.7345326353412238,0.10041941398409887,0.4519513253760809,0.4519513253760809
54,55,61,73,18,42,87,41,50,28
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2567074776235883,0.28684569608635424,0.21811128463879365,0.34271236180095577,0.4882133720326293,0.4165885246706031,0.34271236180095577,0.4257620334657228,0.38489287402313715,0.4882133720326293
37,92,95,76,13,99,94,74,45,44
1.0,1.0,0.0,0.0,1.0,0.6680540287489554,1.0,0.6680540287489554,1.0,1.0
0.3700782187754301,0.4486762697377779,0.7486263790144356,0.7486263790144356,0.3700782187754301,0.5240903734528892,0.4486762697377779,0.5240903734528892,0.29777756183812143,0.12180008151631008
60,49,65,14,36,24,7,4,76,39
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3526401356618384,0.46448997428558625,0.30652228499114204,0.16036999767162533,0.45081433403346505,0.4331537992940215,0.46448997428558625,0.4509065379595429,0.3526401356618384,0.30652228499114204
26,29,4,41,99,67,91,76,8,25
0.9781979860217278,1.0,1.0,1.0,0.6691617075654344,0.6691617075654344,0.9069173957799419,1.0,0.9781979860217278,1.0
0.5374392756765876,0.5149527061772002,0.30054636393713635,0.27308370844186614,0.5937361216064494,0.5937361216064494,0.5501577508242271,0.25069813550188896,0.5374392756765876,0.5149527061772002
66,68,59,62,31,10,23,7,99,45
1.0,0.1405845194113859,1.0,1.0,1.0,1.0,1.0,1.0,0.1405845194113859,1.0
0.32159796891591225,0.6331099928412576,0.10754304755475143,0.3934623792491087,0.41402430192713746,0.3992888417830895,0.3187099780685689,0.41402430192713746,0.6331099928412576,0.2447716724648189
63,55,79,9,62,56,96,12,92,86
1.0,1.0,0.0,1.0,0.9094990636906648,1.0,1.0,1.0,0.9094990636906648,0.0
0.4091723635264918,0.10195858686110425,0.861809364262504,0.3961448413094088,0.4603060656795661,0.3671450004677796,0.23138777954778625,0.3961448413094088,0.4603060656795661,0.861809364262504
28,63,33,71,13,32,76,97,23,25
1.0,1.0,1.0,0.07804473958461433,1.0,1.0,0.07804473958461433,1.0,1.0,1.0
0.40401164542866713,0.3845924478308351,0.3645354480105713,0.6722898035897484,0.3351611436221226,0.37973467397741817,0.6722898035897484,0.17255131903085133,0.40401164542866713,0.37973467397741817
12,56,19,11,13,78,49,34,14,99
1.0,1.0,1.0,1.0,0.6509397986712733,1.0,0.6509397986712733,1.0,1.0,1.0
0.40024729975026474,0.42379622832796243,0.2426166636669833,0.38452801542675324,0.5023172762560009,0.07436016877125497,0.5023172762560009,0.40603407034460337,0.3959268515366301,0.42379622832796243
53,56,51,14,36,6,46,99,88,37
1.0,0.792424929471916,1.0,1.0,1.0,1.0,1.0,0.792424929471916,1.0,1.0
0.34641105393060173,0.486339342111903,0.10291668684139244,0.36657883397230323,0.3754795696427744,0.33413290929774286,0.3158689402805526,0.486339342111903,0.1034244159020922,0.3754795696427744
42,17,2,64,6,38,37,44,77,4
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.44520502740614515,0.10960689762537822,0.28861631426086354,0.7286181009850093,0.44520502740614515,0.3372007972506666,0.34398920391347004,0.41745842938838784,0.7286181009850093,0.3590200978029558
24,38,52,10,11,76,97,7,70,14
1.0,0.9330055802758477,0.0,1.0,0.8392707883973047,0.0,1.0,0.8392707883973047,1.0,1.0
0.3866538667133758,0.40231155370880356,0.8510895430722095,0.2956063903743219,0.4245579553150001,0.8510895430722095,0.01467660415201521,0.4245579553150001,0.0811340621702782,0.20865048139783532
95,97,12,89,25,34,55,67,56,2
0.19569018417638412,1.0,1.0,1.0,1.0,1.0,1.0,0.19569018417638412,1.0,1.0
0.6201312552095795,0.33012393810717355,0.2469436370724532,0.1051473745774,0.2681615387208118,0.41150239817641504,0.33012393810717355,0.6201312552095795,0.34469565139715275,0.41150239817641504
