SC,NC,CA,OR,NH,NM,AL,SD,TN,IN
0.0,0.11728054838092627,1.0,0.21853204311409213,1.0,0.6920536744076031,0.0,0.6920536744076031,0.8551910539123682,1.0
0.9314304151589893,0.8448264202869281,0.6173005810353395,0.8354033053092514,0.6221138802874425,0.7903318542370666,0.9314304151589893,0.7903318542370666,0.7750202624350406,0.7007450019519528
MA,OK,NM,AL,WV,IN,AR,MO,AK,SD
0.0,0.0,0.0,0.0,0.0,0.0,0.43455799787645966,0.1671329717259859,1.0,0.0
0.886883448313198,0.9510357255311437,0.8605820930144445,0.9597714786335947,0.88817150430945,0.9597714786335947,0.7499676129208858,0.7841407452681537,0.4830253316777803,0.88817150430945
NH,RI,UT,NC,NM,ND,WV,TN,MO,DC
0.0018680306911608158,0.0,0.0,0.0,0.0,0.2408933017903337,0.0,1.0,0.0,0.0
0.6530553397028702,0.850536197104363,0.9107189225378773,0.8016448855202383,0.850107608279953,0.6001814920424432,0.8509650020053952,0.08210784275476815,0.8016448855202383,0.9107189225378773
WV,IN,CO,OK,AR,ME,GA,UT,SD,AL
0.6822968029429328,0.0,0.0,0.0,0.1030093612553048,1.0,1.0,0.6532483314698534,0.6822968029429328,0.0
0.8111564109706595,0.9141438579125365,0.9498604728734333,0.9558688028200278,0.860808388557467,0.6860435030903747,0.6537828578929366,0.8136530276833138,0.8111564109706595,0.9558688028200278
DC,UT,MS,MA,CO,RI,SD,FL,WV,AR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9100931372037248,0.9166384438026702,0.7795370951745246,0.9170288335227709,0.782730003217757,0.9166384438026702,0.9100931372037248,0.3024890410762785,0.9170288335227709,0.8195042741229841
ME,DC,TN,NM,TX,CA,FL,RI,ND,GA
0.0,0.508382852931273,1.0,0.26294336498318027,0.0,1.0,0.0,0.26294336498318027,0.0,0.2954498875073026
0.9245549516550514,0.8149672554375833,0.7059160490791385,0.8374779390133743,0.8660600915482101,0.6314791299576938,0.8660600915482101,0.8374779390133743,0.9245549516550514,0.8345193768360225
AR,GA,CO,OK,FL,AK,NC,AL,MA,IN
